,Tp,M,Name,Num_obs,Synodic_period,Perturbers_2,Ref,NEO_flag,Perturbers,Perihelion_dist,Aphelion_dist,Computer,Node,H,rms,Number,n,Num_opps,One_km_NEO_flag,Orbital_period,Peri,G,Principal_desig,e,Epoch,Arc_years,Semilatus_rectum,i,U,a,Last_obs,Hex_flags,PHA_flag,Critical_list_numbered_object_flag,Arc_length,One_opposition_object_flag
8219,2457474.184,315.76331,NA,76,2.5583406,3Eh,MPO258444,1,M-v,0.9319434,1.8513606,MPCADO,310.17056,23.3,0.29,NA,0.60035498,1,NA,1.6417082,123.94119,0.15,2013 BC74,0.330333,2457400.5,NA,0.6198975,19.15602,6,1.391652,2/19/13,2803,NA,NA,19,1
8220,2457187.952,84.61345,NA,36,1.6775821,3Eh,MPO258444,1,M-v,0.9294103,2.7308439,MPCALB,113.47835,24.2,0.46,NA,0.39809084,1,NA,2.475836,328.06169,0.15,2013 BD74,0.4921608,2457400.5,NA,0.6934148,1.53296,6,1.8301271,2/17/13,2803,NA,NA,17,1
8221,2457075.736,154.65714,NA,43,1.9348628,38h,MPO258444,1,M-v,1.1057284,2.1423876,MPCALB,314.67883,23.9,0.29,NA,0.47621358,1,NA,2.0696757,174.97976,0.15,2013 BE74,0.3191571,2457400.5,NA,0.7293147,8.3395,5,1.624058,3/13/13,2804,NA,NA,41,1
8222,2457690.489,213.94303,NA,81,2.0450683,3Eh,MPO331335,1,M-v,0.3013761,2.8276229,MPCALB,319.24933,20.2,0.32,NA,0.50366402,2,NA,1.9568753,29.55411,0.15,2013 BM76,0.8073658,2457400.5,2013-2015,0.2723484,17.7222,3,1.5644995,2/17/15,803,NA,NA,NA,NA
8223,2457271.823,57.06187,NA,277,1.8179336,3Eh,MPO342286,1,M-v,0.8180303,2.5881683,MPCALB,242.64891,20.4,0.35,NA,0.44344945,3,NA,2.2225931,4.42878,0.15,2013 BO76,0.5196814,2457400.5,2013-2014,0.6215727,1.93866,1,1.7030993,12/28/14,8803,1,NA,NA,NA
8224,2457393.603,2.30161,NA,65,1.5119175,3Eh,MPO369171,NA,M-v,0.9613693,3.1556421,MPCALB,58.26888,18.4,0.42,NA,0.33371518,4,NA,2.9534397,0.50405,0.15,2013 BW76,0.5329771,2457400.5,2013-2015,0.7368786,40.33327,1,2.0585057,12/29/15,8C03,1,NA,NA,NA
8225,2457575.877,212.96135,NA,86,6.6960993,3Eh,MPO258444,1,M-v,0.9645554,1.2631592,MPCALB,302.6457,28.3,0.37,NA,0.83841631,1,NA,1.1755587,149.5064,0.15,2013 CY,0.1340404,2457400.5,NA,0.5469224,0.78068,4,1.1138573,3/14/13,2803,NA,NA,41,1
8226,2457526.877,283.61845,NA,31,2.5854401,3Eh,MPO253292,1,M-v,1.059416,1.711477,MPCADO,130.87404,23.4,0.43,NA,0.604393,1,NA,1.6307397,12.8452,0.15,2013 CZ,0.2353252,2457400.5,NA,0.6543617,19.82259,7,1.3854465,2/14/13,2804,NA,NA,13,1
8227,2457630.807,182.05569,NA,19,4.6279311,3Eh,MPO253296,1,M-v,0.9449263,1.4074957,MPCK,135.37081,23.8,0.28,NA,0.77263832,1,NA,1.2756392,263.54895,0.15,2013 CX10,0.1966354,2457400.5,NA,0.5653661,23.62841,8,1.176211,2/5/13,2803,NA,NA,3,1
8228,2457510.664,327.46489,NA,12,1.4278478,38h,MPO253296,1,M-v,1.1462217,3.3201863,MPCADO,313.85621,23.9,0.16,NA,0.29533266,1,NA,3.3372796,146.79589,0.15,2013 CY10,0.4867367,2457400.5,NA,0.8520649,25.12004,7,2.233204,2/7/13,2804,NA,NA,4,1
8229,2457643.913,294.43095,NA,80,1.3760967,3Eh,MPO258446,1,M-v,0.9562822,3.7926532,MPCADO,134.19556,24.7,0.39,NA,0.26937339,1,NA,3.6588904,334.95142,0.15,2013 CL22,0.5972646,2457400.5,NA,0.7637179,5.31593,5,2.3744677,3/14/13,2803,NA,NA,37,1
8230,2457149.557,95.40669,NA,16,1.6279852,3Eh,MPO253309,1,M-v,0.4450301,3.3292201,MPCADO,307.39846,20.4,0.17,NA,0.38019204,1,NA,2.5923942,48.4359,0.15,2013 CV32,0.7641756,2457400.5,NA,0.3925557,19.84646,9,1.8871251,2/7/13,2803,NA,NA,4,1
8231,2457493.803,253.10765,NA,46,6.1584472,3Eh,MPO289760,1,M-v,0.5621319,1.2469779,MPCW,132.12157,21.9,0.43,NA,1.14564933,2,NA,0.8603049,228.8531,0.15,2013 CW32,0.3785541,2457400.5,2013-2014,0.3874646,26.05437,4,0.9045549,4/4/14,8802,1,NA,NA,NA
8232,2457347.759,18.3894,NA,33,1.5474308,3Eh,MPO253310,1,M-v,1.0169146,2.9814708,MPCADO,317.06418,24.5,0.47,NA,0.34867603,1,NA,2.8267148,162.31148,0.15,2013 CX32,0.4913374,2457400.5,NA,0.7582814,9.32605,7,1.9991927,2/15/13,2804,NA,NA,9,1
8233,2457347.273,18.1038,NA,18,1.5269335,3Eh,MPO253310,1,M-v,0.2672789,3.7978363,MPCK,136.79199,28.1,0.53,NA,0.34012595,1,NA,2.8977725,235.41561,0.15,2013 CY32,0.8685012,2457400.5,NA,0.2497055,17.92542,7,2.0325576,2/7/13,2803,NA,NA,1,1
8234,2457567.622,268.80291,NA,8,2.2404527,3Eh,MPO253312,1,M-v,0.6524355,2.3137641,MPCS,151.40994,23.3,0.09,NA,0.54569318,1,NA,1.8061573,231.72754,0.15,2013 CM35,0.5600866,2457400.5,NA,0.5089279,4.33879,9,1.4830998,2/8/13,2803,NA,NA,5,1
8235,2457725.081,194.00819,NA,177,2.0784427,3Eh,MPO312406,1,M-v,1.0427677,2.0545849,MPCW,303.38391,20.9,0.35,NA,0.51140281,3,NA,1.927263,175.18649,0.15,2013 CN35,0.3266716,2457400.5,2013-2014,0.6917052,15.86866,1,1.5486763,11/4/14,804,NA,NA,NA,NA
8236,2457075.502,147.15515,NA,11,1.8497939,3Eh,MPO253312,1,M-v,0.8958803,2.4633245,MPCS,317.37118,25.3,0.33,NA,0.45278741,1,NA,2.1767559,118.02056,0.15,2013 CO35,0.4666117,2457400.5,NA,0.6569542,8.28028,8,1.6796024,2/8/13,2803,NA,NA,3,1
8237,2457872.509,259.25204,NA,95,1.2764246,38h,MPO260834,1,M-v,1.2975634,4.2483828,MPCADO,301.94014,18.2,0.34,NA,0.21344481,1,1,4.6176231,115.12757,0.15,2013 CP35,0.5320678,2457400.5,NA,0.9939776,11.07084,3,2.7729731,4/5/13,3804,NA,NA,118,1
8238,2457244.364,106.42883,NA,134,3.2424733,3Eh,E2016-G62,1,M-v,0.8752713,1.6821135,MPCALB,341.04933,19.7,0.3,NA,0.6816398,3,NA,1.4459362,38.57651,0.15,2013 CQ35,0.315495,2457400.5,2013-2016,0.5757075,9.05431,2,1.2786924,4/3/16,803,NA,NA,NA,NA
8239,2457059.311,160.31041,NA,167,1.9110179,3Eh,MPO258447,1,M-v,0.9639703,2.3133727,MPCALB,314.85452,22.4,0.34,NA,0.46985756,1,NA,2.0976733,138.79452,0.15,2013 CR35,0.4117367,2457400.5,NA,0.6804361,7.46907,5,1.6386715,3/7/13,2803,NA,NA,28,1
8240,2457351.276,17.95882,NA,124,1.587728,38h,MPO265048,1,M-v,1.1386843,2.7407029,MPCALB,339.28087,21,0.34,NA,0.36484161,1,NA,2.7014672,198.05219,0.15,2013 CW35,0.4129566,2457400.5,NA,0.8044558,5.88487,4,1.9396936,6/11/13,2804,NA,NA,127,1
8241,2457677.262,289.22119,NA,162,1.350391,3Eh,MPO258447,1,M-v,0.446319,4.4699358,MPCADO,351.52042,19.2,0.31,NA,0.25573931,1,NA,3.8539545,38.90939,0.15,2013 CT36,0.8184313,2457400.5,NA,0.4058002,6.40649,5,2.4581274,3/19/13,2803,NA,NA,40,1
8242,2457406.056,358.05434,NA,35,1.5510552,3Eh,MPO258453,1,M-v,0.8460555,3.1409921,MPCADO,320.15432,24.6,0.46,NA,0.35016436,1,NA,2.8147002,241.44699,0.15,2013 CE82,0.575598,2457400.5,NA,0.6665217,4.38496,7,1.9935238,2/16/13,2803,NA,NA,11,1
8243,2457850.458,246.41408,NA,32,1.3443082,3Eh,MPO258453,1,M-v,0.5635892,4.3954512,MPCALB,317.7454,21,0.29,NA,0.25243677,1,NA,3.9043746,303.23636,0.15,2013 CU82,0.7727023,2457400.5,NA,0.499538,10.7732,7,2.4795202,3/3/13,2803,NA,NA,22,1
8244,2457091.615,162.41884,NA,37,2.1436317,3Eh,MPO258453,1,M-v,0.5709685,2.4694917,MPCADO,337.91878,22.1,0.38,NA,0.5258236,1,NA,1.8744074,272.85547,0.15,2013 CS83,0.6244197,2457400.5,NA,0.4637462,9.88056,7,1.5202301,3/3/13,2803,NA,NA,23,1
8245,2457654.606,294.58363,NA,23,1.3535392,38h,MPO253335,1,M-v,1.168866,3.7257526,MPCALB,138.51571,21.2,0.3,NA,0.2574369,1,NA,3.8285409,289.00796,0.15,2013 CT83,0.5223873,2457400.5,NA,0.8897334,12.10781,7,2.4473093,2/16/13,2804,NA,NA,6,1
8246,2457150.959,169.10367,NA,51,3.2005441,3Eh,MPO373532,1,M-v,1.0498792,1.5175146,MPCALB,303.4429,21.4,0.28,NA,0.67765762,2,NA,1.4544331,18.53918,0.15,2013 CU83,0.182144,2457400.5,2013-2016,0.6205542,10.35112,3,1.2836969,3/17/16,8804,1,NA,NA,NA
8247,2457535.476,282.51535,NA,68,2.3948916,3Eh,MPO258453,1,M-v,0.7846163,2.0830389,MPCS,339.46605,23.8,0.43,NA,0.57406184,1,NA,1.7169016,86.87161,0.15,2013 CV83,0.452782,2457400.5,NA,0.5699382,4.56688,6,1.4338276,3/4/13,2803,NA,NA,21,1
8248,2457471.08,297.58035,NA,63,9.73724,3Eh,MPO258453,1,M-v,0.7744811,1.3753503,MPCALB,327.86877,22.7,0.41,NA,0.88438724,1,NA,1.1144526,65.95995,0.15,2013 CW83,0.279496,2457400.5,NA,0.4954727,26.01445,6,1.0749157,3/3/13,2803,NA,NA,20,1
8249,2457292.57,79.77061,NA,11,3.9981665,3Eh,MPO253337,1,M-v,1.0633669,1.3597075,MPCK,315.70792,25.6,0.14,NA,0.73909279,1,NA,1.3335372,171.42973,0.15,2013 CW87,0.1222994,2457400.5,NA,0.596708,6.12471,7,1.2115372,2/13/13,2804,NA,NA,5,1
8250,2457109.751,139.16841,NA,32,1.9441801,3Eh,MPO307058,1,M-v,0.9900978,2.2469648,MPCW,328.35437,26,0.55,NA,0.47865481,1,NA,2.05912,200.46596,0.15,2013 CZ87,0.3882739,2457400.5,NA,0.6872635,6.33376,5,1.6185313,2/20/13,2803,NA,NA,9,1
8251,2457590.07,254.79471,NA,13,2.2887009,3Eh,MPO253337,1,M-v,1.0386488,1.8944134,MPCADO,339.83631,24.6,0.25,NA,0.55496702,1,NA,1.7759753,117.33832,0.15,2013 CA88,0.2917649,2457400.5,NA,0.670845,2.74055,7,1.4665311,2/15/13,2804,NA,NA,3,1
8252,2457391.804,7.95108,NA,20,13.8274991,3Eh,MPO253337,1,M-v,0.8956866,1.206951,MPCADO,147.31467,23,0.34,NA,0.91432885,1,NA,1.0779575,226.60024,0.15,2013 CB88,0.1480352,2457400.5,NA,0.5141399,31.81918,7,1.0513188,2/18/13,2803,NA,NA,6,1
8253,2457351.932,29.97361,NA,51,2.6748916,3Eh,MPO363870,1,M-v,0.3906884,2.3419132,MPCALB,134.284,19.1,0.22,NA,0.61714129,2,NA,1.5970536,200.09392,0.15,2013 CJ89,0.7140539,2457400.5,2012-2016,0.3348305,40.28478,3,1.3663008,2/3/16,803,NA,NA,NA,NA
8254,2457510.651,329.70174,NA,96,1.3871147,38h,MPO340297,1,M-v,1.164384,3.5188424,MPCW,171.79974,18,0.31,NA,0.27506248,2,1,3.5832139,242.89215,0.15,2013 CK89,0.5027428,2457400.5,2013-2015,0.8748849,23.1254,3,2.3416132,6/15/15,1804,NA,NA,NA,NA
8255,2457500.779,289.57107,NA,123,3.4792719,3Eh,MPO275107,1,M-v,0.8158341,1.6910801,MPCW,326.64269,19.5,0.24,NA,0.70232777,2,NA,1.4033442,320.71359,0.15,2013 CL89,0.3491328,2457400.5,2013-2013,0.5503343,26.54536,3,1.2534571,11/8/13,803,NA,NA,NA,NA
8256,2457874.878,241.86006,NA,38,1.3381122,3Eh,MPO271294,1,M-v,1.0669719,3.9370339,MPCALB,119.2206,21,0.32,NA,0.24904186,1,NA,3.9575983,93.42656,0.15,2013 CL118,0.5735529,2457400.5,NA,0.8394683,5.52262,3,2.5020029,6/2/13,2804,NA,NA,110,1
8257,2457497.271,302.03857,NA,19,2.5490711,3Eh,MPO258456,1,M-v,1.0089143,1.7787281,MPCALB,330.38761,25.3,0.21,NA,0.59895403,1,NA,1.6455482,130.20204,0.15,2013 CM118,0.2761523,2457400.5,NA,0.6437641,12.11707,6,1.3938212,3/3/13,2804,NA,NA,18,1
8258,2457236.679,179.91453,NA,20,8.7507005,3Eh,MPO253345,1,M-v,0.6275026,1.2333044,MPCK,143.63271,25.5,0.34,NA,1.09823961,1,NA,0.8974433,232.70404,0.15,2013 CN118,0.3255586,2457400.5,NA,0.4158958,3.21433,8,0.9304035,2/15/13,2802,NA,NA,1,1
8259,2457303.387,41.55359,NA,61,1.7672192,38h,MPO317754,1,M-v,1.1865561,2.3017183,MPCW,342.43941,19.9,0.45,NA,0.42789095,2,NA,2.3034085,256.03911,0.15,2013 CN128,0.3196888,2457400.5,2013-2014,0.7829424,27.48532,2,1.7441372,11/21/14,804,NA,NA,NA,NA
8260,2457590.174,239.97016,NA,44,2.7937912,3Eh,MPO369173,1,M-v,0.9350611,1.7522093,MPCALB,22.69021,22.1,0.26,NA,0.63282267,3,NA,1.5574785,230.42436,0.15,2013 CE129,0.3040811,2457400.5,2013-2016,0.6096978,4.7236,1,1.3436352,1/13/16,803,NA,NA,NA,NA
8261,2457378.966,7.44524,NA,22,1.5403383,3Eh,MPO253346,1,M-v,1.0104459,3.0105187,MPCS,139.7498,26.1,0.42,NA,0.34574324,1,NA,2.8506926,5.86334,0.15,2013 CF129,0.4974112,2457400.5,NA,0.7565265,4.72376,7,2.0104823,2/16/13,2804,NA,NA,2,1
8262,2457546.251,272.36649,NA,31,2.5643451,38h,MPO258457,1,M-v,1.1048177,1.6757017,MPCK,348.30437,24.6,0.35,NA,0.60125705,1,NA,1.6392451,166.79362,0.15,2013 CG129,0.2053156,2457400.5,NA,0.665827,7.05089,7,1.3902597,3/6/13,2804,NA,NA,20,1
8263,2457748.841,269.32237,NA,23,1.3589065,38h,MPO268496,1,M-v,1.1096993,3.7488005,MPCALB,144.34859,24,0.42,NA,0.26031296,1,NA,3.7862413,31.06087,0.15,2013 CH129,0.5431926,2457400.5,NA,0.8562399,8.04829,7,2.4292499,2/25/13,2804,NA,NA,11,1
8264,2457062.364,157.59467,NA,10,1.8970827,3Eh,MPO253347,1,M-v,0.9934555,2.3016237,MPCS,329.42408,24.4,0.21,NA,0.46606907,1,NA,2.1147245,125.64051,0.15,2013 CJ129,0.3970066,2457400.5,NA,0.6939319,10.46199,9,1.6475396,2/16/13,2803,NA,NA,2,1
8265,2457636.871,297.16933,NA,51,1.3692907,3Eh,MPO258457,1,M-v,0.942495,3.8487482,MPCADO,315.38991,22.1,0.31,NA,0.26581332,1,NA,3.7078942,131.62548,0.15,2013 CK129,0.606576,2457400.5,NA,0.7570949,6.76203,6,2.3956216,3/5/13,2803,NA,NA,19,1
8266,2457551.904,231.74392,NA,19,7.1165922,3Eh,MPO253347,1,M-v,0.8695931,1.3428479,MPCS,140.80508,28.4,0.22,NA,0.84711338,1,NA,1.1634897,290.81784,0.15,2013 CL129,0.2139062,2457400.5,NA,0.5278022,2.72522,6,1.1062205,2/15/13,2803,NA,NA,1,1
8267,2457530.011,324.59028,NA,28,1.383899,3Eh,MPO258457,1,M-v,0.8111566,3.8909048,MPCALB,27.3664,19.1,0.25,NA,0.2734114,1,NA,3.6048521,2.03155,0.15,2013 CM129,0.6549783,2457400.5,NA,0.6712233,12.68752,6,2.3510307,3/2/13,2803,NA,NA,16,1
8268,2457568.724,182.57529,NA,44,14.2659768,3Eh,MPO331335,1,M-v,0.5724414,1.339236,MPCALB,148.99471,21,0.26,NA,1.05469568,3,NA,0.9344949,199.36415,0.15,2013 CN129,0.4011109,2457400.5,2000-2014,0.4010269,34.59256,3,0.9558387,2/22/14,802,NA,NA,NA,NA
8269,2457159.331,103.09182,NA,22,1.7658749,3Eh,MPO258458,1,M-v,1.0808703,2.4097135,MPCALB,342.42394,24.6,0.34,NA,0.42746638,1,NA,2.3056963,143.63683,0.15,2013 CV129,0.3806937,2457400.5,NA,0.7461754,3.01609,7,1.7452919,3/3/13,2804,NA,NA,17,1
8270,2457349.172,38.87461,NA,9,4.3183828,3Eh,MPO253348,1,M-v,0.5754063,1.8085215,MPCADO,339.75547,27.9,0.09,NA,0.7573723,1,NA,1.3013516,273.39968,0.15,2013 CW129,0.517262,2457400.5,NA,0.436521,1.03428,7,1.1919639,2/17/13,2803,NA,NA,3,1
8271,2457484.526,334.79811,NA,89,1.4374223,38h,MPO347285,1,M-v,1.2814059,3.1392389,MPCW,161.58579,20.1,0.3,NA,0.29993051,2,NA,3.2861201,312.41708,0.15,2013 CX129,0.4202629,2457400.5,2013-2015,0.9099666,22.27734,1,2.2103224,9/14/15,804,NA,NA,NA,NA
8272,2457107.374,136.64358,NA,20,1.8974154,38h,MPO258458,1,M-v,1.1156337,2.1790161,MPCALB,150.4927,24.3,0.19,NA,0.46616021,1,NA,2.1143111,354.56703,0.15,2013 CY129,0.3227604,2457400.5,NA,0.737858,24.17895,6,1.6473249,3/3/13,2804,NA,NA,16,1
8273,2457102.932,141.10412,NA,33,1.9272095,38h,MPO258458,1,M-v,1.1476423,2.1097047,MPCADO,342.96484,23.7,0.27,NA,0.47419068,1,NA,2.0785049,168.75218,0.15,2013 CZ133,0.2953515,2457400.5,NA,0.7433001,3.99819,6,1.6286735,3/16/13,2804,NA,NA,29,1
8274,2456497.429,157.32474,NA,65,1.214705,3Eh,MPO271294,1,M-v,1.0265641,5.3235631,MPCADO,149.4713,18.6,0.29,NA,0.17421094,1,NA,5.6575532,115.83723,0.15,2013 CN222,0.6766792,2457400.5,NA,0.8606093,9.09763,2,3.1750636,8/27/13,2804,NA,NA,194,1
8275,2457532.1,283.20737,NA,40,2.4512848,3Eh,MPO253354,1,M-v,0.9688197,1.8677323,MPCW,146.20536,23.9,0.42,NA,0.58352965,1,NA,1.6890447,313.15957,0.15,2013 DA,0.3169033,2457400.5,NA,0.6379209,20.8315,7,1.418276,2/21/13,2803,NA,NA,5,1
8276,2457191.214,172.54994,NA,45,6.1164794,3Eh,MPO258465,1,M-v,0.9912321,1.2615379,MPCADO,147.4699,25.6,0.49,NA,0.82446791,1,NA,1.1954469,336.78124,0.15,2013 DB,0.1199882,2457400.5,NA,0.5550841,10.74822,6,1.126385,2/24/13,2803,NA,NA,8,1
8277,2457305.703,116.24791,NA,30,4.0952474,3Eh,MPO253354,1,M-v,0.4821901,1.2467233,MPCADO,329.68064,24.6,0.48,NA,1.22627883,1,NA,0.8037387,321.94358,0.15,2013 DF,0.4422045,2457400.5,NA,0.3477083,4.19585,9,0.8644567,2/19/13,2802,NA,NA,4,1
8278,2457641.34,220.30319,NA,65,2.4301914,3Eh,MPO278278,1,M-v,0.9762042,1.8717142,MPCW,148.01373,24.4,0.43,NA,0.58003974,1,NA,1.6992071,64.28055,0.15,2013 DG,0.3144437,2457400.5,NA,0.6415827,6.48177,3,1.4239592,8/8/13,2803,NA,NA,173,1
8279,2457340.769,40.37268,NA,31,3.1824663,3Eh,MPO253355,1,M-v,0.5503267,2.0214949,MPCADO,327.22827,23.6,0.41,NA,0.67590837,1,NA,1.4581972,66.78425,0.15,2013 DT,0.5720335,2457400.5,NA,0.432566,20.35333,8,1.2859108,2/20/13,2803,NA,NA,3,1
8280,2457175.893,95.07089,NA,94,1.7527191,3Eh,MPO260841,1,M-v,1.0046607,2.5089171,MPCADO,133.25083,23.9,0.39,NA,0.42327704,1,NA,2.3285168,356.6941,0.15,2013 DU,0.4281267,2457400.5,NA,0.7173914,5.10405,5,1.7567889,4/5/13,2804,NA,NA,47,1
8281,2457353.922,16.51799,NA,22,1.562026,3Eh,MPO253355,1,M-v,1.0932525,2.8602733,MPCS,151.78445,24.6,0.25,NA,0.35462732,1,NA,2.7792772,351.76934,0.15,2013 DX,0.4469481,2457400.5,NA,0.7909398,2.63014,8,1.9767629,2/18/13,2804,NA,NA,1,1
8282,2457498.088,299.97988,NA,30,2.6596899,3Eh,MPO258465,1,M-v,1.0518749,1.6869611,MPCADO,331.72354,25.6,0.36,NA,0.61503525,1,NA,1.6025222,162.86047,0.15,2013 DY,0.2318818,2457400.5,NA,0.6478928,10.6849,5,1.369418,3/5/13,2804,NA,NA,16,1
8283,2457704.721,277.88951,NA,72,1.3771168,38h,MPO260841,1,M-v,1.1859648,3.5567456,MPCADO,253.62848,22.9,0.27,NA,0.2699039,1,NA,3.6516985,282.67561,0.15,2013 DZ,0.4998789,2457400.5,NA,0.8894018,2.32898,4,2.3713552,4/7/13,2804,NA,NA,49,1
8284,2457245.644,120.94503,NA,28,4.8173989,3Eh,MPO258465,1,M-v,1.00867,1.3269026,MPCADO,142.47384,27.3,0.21,NA,0.78101434,1,NA,1.2619585,348.40269,0.15,2013 DA1,0.1362546,2457400.5,NA,0.573053,1.88864,6,1.1677863,3/14/13,2804,NA,NA,25,1
8285,2457145.007,114.14699,NA,14,1.8291414,3Eh,MPO253356,1,M-v,1.0760631,2.3132299,MPCS,144.02193,25.7,0.44,NA,0.44677142,1,NA,2.2060669,2.56806,0.15,2013 DB1,0.3650221,2457400.5,NA,0.7344249,5.64303,8,1.6946465,2/18/13,2804,NA,NA,1,1
8286,2457140.998,110.79362,NA,31,1.7642356,3Eh,MPO258465,1,M-v,0.9144713,2.5789385,MPCALB,140.003,24.3,0.46,NA,0.42694778,1,NA,2.308497,315.41491,0.15,2013 DC1,0.4764592,2457400.5,NA,0.6750898,9.7745,8,1.7467049,2/24/13,2803,NA,NA,7,1
8287,2457340.082,22.50247,NA,13,1.6074164,3Eh,MPO253356,1,M-v,0.9615365,2.8648713,MPCS,330.55114,26.2,0.59,NA,0.37244503,1,NA,2.6463171,217.01886,0.15,2013 DG1,0.4974208,2457400.5,NA,0.7199124,11.35884,8,1.9132039,2/19/13,2803,NA,NA,1,1
8288,2457348.83,66.24531,NA,43,3.3244259,3Eh,MPO363877,1,M-v,0.2347822,1.443592,MPCW,142.00718,21.1,0.47,NA,1.28208214,2,NA,0.7687554,185.77425,0.15,2013 DL1,0.7202266,2457400.5,2013-2016,0.2019393,26.47477,6,0.8391871,2/3/16,802,NA,NA,NA,NA
8289,2457668.296,213.2279,NA,85,2.2526496,3Eh,MPO260841,1,M-v,1.0947696,1.8628298,MPCADO,336.66798,19.8,0.3,NA,0.54807507,1,NA,1.7983078,195.03309,0.15,2013 DM1,0.2596904,2457400.5,NA,0.6895354,52.96617,5,1.4787997,4/2/13,2804,NA,NA,45,1
8290,2457756.079,271.79015,NA,16,1.336356,3Eh,MPO253356,1,M-v,0.8442822,4.1727318,MPCALB,328.13769,28.1,0.31,NA,0.24807392,1,NA,3.9730404,128.02084,0.15,2013 DP1,0.6634324,2457400.5,NA,0.7022032,6.76619,6,2.508507,2/19/13,2803,NA,NA,1,1
8291,2457484.384,318.4672,NA,43,2.0094442,38h,MPO328216,1,M-v,1.2221537,1.9427397,MPCALB,331.45551,19.4,0.38,NA,0.49511994,2,NA,1.9906442,11.86603,0.15,2013 DQ9,0.227681,2457400.5,2013-2015,0.7502074,30.01837,5,1.5824467,2/18/15,804,NA,NA,NA,NA
8292,2456488.974,149.69047,NA,76,1.1999295,38h,MPO266948,1,M-v,1.2211297,5.3840181,MPCALB,350.52606,18.1,0.48,NA,0.1642197,1,1,6.0017627,248.74638,0.15,2013 DR9,0.6302491,2457400.5,NA,0.9953728,33.81835,3,3.3025739,7/2/13,3804,NA,NA,135,1
8293,2457434.093,348.7685,NA,26,1.5133791,3Eh,MPO253357,1,M-v,1.0023617,3.1094799,MPCS,141.27389,26.3,0.29,NA,0.33434476,1,NA,2.9478784,25.82506,0.15,2013 DS9,0.5124512,2457400.5,NA,0.7580116,1.86895,6,2.0559208,2/21/13,2804,NA,NA,2,1
8294,2457038.165,159.56988,NA,22,1.8077443,3Eh,MPO256826,1,M-v,1.0699659,2.3519715,MPCADO,160.00307,20.4,0.44,NA,0.44039359,1,NA,2.2380155,254.45447,0.15,2013 DA15,0.3746432,2457400.5,NA,0.7354107,31.58757,6,1.7109687,3/14/13,2804,NA,NA,21,1
8295,2457611.139,299.00916,NA,296,1.4159884,3Eh,MPO307059,1,M-v,1.0669486,3.4587156,MPCW,174.77999,21.9,0.45,NA,0.28955134,1,NA,3.4039134,359.09919,0.15,2013 EA,0.5284897,2457400.5,NA,0.81541,9.63066,5,2.2628321,6/11/13,2804,NA,NA,102,1
8296,2457330.937,24.58837,NA,17,1.5591599,3Eh,MPO256829,1,M-v,0.8146219,3.1475479,MPCALB,154.77335,27.2,0.56,NA,0.35346747,1,NA,2.7883972,305.92759,0.15,2013 EB,0.5888001,2457400.5,NA,0.6471357,1.27144,7,1.9810849,3/3/13,2803,NA,NA,1,1
8297,2457561.543,310.08444,NA,26,1.4587428,3Eh,MPO256829,1,M-v,0.6559379,3.6688979,MPCALB,342.31833,27.8,0.46,NA,0.30995214,1,NA,3.1798706,261.28705,0.15,2013 EC,0.6966646,2457400.5,NA,0.5564533,5.83276,7,2.1624179,3/3/13,2803,NA,NA,2,1
8298,2457520.297,286.37754,NA,27,2.6562781,3Eh,MPO256830,1,M-v,1.0756065,1.6646435,MPCADO,341.8566,25,0.35,NA,0.61455928,1,NA,1.6037634,174.58314,0.15,2013 EP,0.2149574,2457400.5,NA,0.653408,15.98185,7,1.370125,3/5/13,2804,NA,NA,4,1
8299,2457662.632,287.533,NA,26,1.3898341,3Eh,MPO256830,1,M-v,1.0852465,3.5822655,MPCADO,341.75398,23.9,0.31,NA,0.27645274,1,NA,3.565194,181.82724,0.15,2013 EQ,0.5349786,2457400.5,NA,0.8329151,4.2641,6,2.333756,3/19/13,2804,NA,NA,16,1
8300,2457272.1,50.44689,NA,37,1.6628539,3Eh,MPO256830,1,M-v,1.0293607,2.6631423,MPCALB,339.99626,25.6,0.44,NA,0.39288712,1,NA,2.5086282,182.79178,0.15,2013 ER,0.4424591,2457400.5,NA,0.7424054,4.70402,6,1.8462515,3/11/13,2804,NA,NA,8,1
8301,2458006.889,228.52435,NA,45,1.2820243,3Eh,MPO256830,1,M-v,1.0112381,4.4770451,MPCADO,169.94848,25.5,0.49,NA,0.21681748,1,NA,4.5457943,342.11462,0.15,2013 ES,0.631492,2457400.5,NA,0.8249135,3.70303,6,2.7441416,3/22/13,2804,NA,NA,19,1
8302,2457386.263,10.59511,NA,510,4.0822633,3Eh,MPO307059,1,M-v,0.7425387,1.6694995,MPCW,171.32198,23.1,0.51,NA,0.74417105,1,NA,1.3244369,81.88723,0.15,2013 ET,0.384306,2457400.5,NA,0.5139504,4.85086,3,1.2060191,3/10/13,2803,NA,NA,6,1
8303,2457634.359,230.67323,NA,21,2.278354,38h,MPO260842,1,M-v,1.2520115,1.6879617,MPCALB,158.75186,22.9,0.32,NA,0.55301129,1,NA,1.7822559,346.60369,0.15,2013 EO4,0.1482837,2457400.5,NA,0.7188322,11.27413,5,1.4699866,4/2/13,2804,NA,NA,31,1
