,Tp,M,Name,Num_obs,Synodic_period,Perturbers_2,Ref,NEO_flag,Perturbers,Perihelion_dist,Aphelion_dist,Computer,Node,H,rms,Number,n,Num_opps,One_km_NEO_flag,Orbital_period,Peri,G,Principal_desig,e,Epoch,Arc_years,Semilatus_rectum,i,U,a,Last_obs,Hex_flags,PHA_flag,Critical_list_numbered_object_flag,Arc_length,One_opposition_object_flag
8134,2457494.711,281.04295,NA,89,6.6810219,3Eh,MPO283379,1,M-v,0.5703442,1.657959,MPCW,310.41643,19.9,0.37,NA,0.8380842,2,NA,1.1760247,36.43082,0.15,2013 AW52,0.488091,2457400.5,2013-2014,0.4243621,19.00549,4,1.1141516,2/10/14,803,NA,NA,NA,NA
8135,2457497.207,287.31464,NA,113,4.2119925,3Eh,MPO275103,1,M-v,1.0519782,1.3441242,MPCW,289.13362,20.1,0.35,NA,0.75160735,2,NA,1.3113332,356.6181,0.15,2013 AX52,0.1219255,2457400.5,2013-2013,0.5901206,32.60048,3,1.1980512,10/13/13,8804,1,NA,NA,NA
8136,2457038.284,152.82955,NA,28,1.748527,3Eh,MPO254830,1,M-v,0.4210704,3.0999882,MPCADO,307.77192,20,0.36,NA,0.42192882,1,NA,2.3359572,16.81595,0.15,2013 AZ52,0.7608274,2457400.5,NA,0.3707161,17.42262,8,1.7605293,1/17/13,2803,NA,NA,10,1
8137,2457221.725,121.32874,NA,53,3.2110829,3Eh,MPO361208,1,M-v,0.4268386,2.1380056,MPCALB,98.3817,19.4,0.34,NA,0.67866832,3,NA,1.4522671,195.92053,0.15,2013 AA53,0.6671622,2457400.5,2013-2015,0.3558045,27.86946,2,1.2824221,12/14/15,803,NA,NA,NA,NA
8138,2457564.052,317.03293,NA,75,1.3634165,38h,MPO260831,1,M-v,1.2314683,3.5974063,MPCADO,164.41932,18.2,0.29,NA,0.26271217,3,1,3.7516637,228.70085,0.15,2013 AB53,0.4899564,2457400.5,2002-2013,0.917417,5.49335,0,2.4144373,2/14/13,1804,NA,NA,NA,NA
8139,2457684.575,214.71,NA,54,2.0786505,3Eh,MPO250173,1,M-v,0.9559332,2.141228,MPCALB,95.72603,26.2,0.51,NA,0.51145021,1,NA,1.9270843,342.92127,0.15,2013 AC53,0.3827036,2457400.5,NA,0.6608862,1.90864,6,1.5485806,1/18/13,2803,NA,NA,10,1
8140,2457639.298,236.90951,NA,28,2.0963748,3Eh,MPO265027,1,M-v,0.9991029,2.0819791,MPCALB,294.63314,23.4,0.27,NA,0.51545908,1,NA,1.9120969,110.83127,0.15,2013 AD53,0.3514597,2457400.5,NA,0.6751237,13.74686,5,1.540541,2/1/13,2803,NA,NA,23,1
8141,2457156.001,104.93887,NA,23,1.7713758,3Eh,MPO254830,1,M-v,1.0149566,2.4662232,MPCADO,106.82575,25.9,0.32,NA,0.42919969,1,NA,2.2963849,19.11409,0.15,2013 AE53,0.4168893,2457400.5,NA,0.7190406,11.01573,7,1.7405899,1/12/13,2804,NA,NA,3,1
8142,2457469.141,291.64164,NA,25,95.9383747,3Eh,MPO250174,1,M-v,0.7998577,1.1863641,MPCW,107.3176,26.5,0.52,NA,0.995881,1,NA,0.9896842,105.85273,0.15,2013 AF53,0.1945938,2457400.5,NA,0.4777525,12.93564,7,0.9931109,1/12/13,2802,NA,NA,3,1
8143,2457289.829,78.95995,NA,34,3.6216971,3Eh,MPO254830,1,M-v,1.0229954,1.457755,MPCADO,103.02402,24.9,0.39,NA,0.71346797,1,NA,1.3814323,345.3965,0.15,2013 AG53,0.1752533,2457400.5,NA,0.6011393,5.77019,6,1.2403752,1/21/13,2804,NA,NA,12,1
8144,2457714.246,204.75778,NA,20,2.0081465,3Eh,MPO250174,1,M-v,0.8399451,2.3262997,MPCALB,105.39123,25.7,0.51,NA,0.49480301,1,NA,1.9919193,303.96047,0.15,2013 AH53,0.4694377,2457400.5,NA,0.6171235,7.91514,7,1.5831224,1/14/13,2803,NA,NA,5,1
8145,2458342.596,191.53726,NA,140,1.2216399,38h,MPO262572,1,M-v,1.1514761,5.0891317,MPCS,148.08234,18.4,0.29,NA,0.17881697,2,NA,5.511824,326.7349,0.15,2013 AM60,0.6309731,2457400.5,2002-2013,0.9390133,28.66908,0,3.1203039,4/21/13,804,NA,NA,NA,NA
8146,2457184.23,81.71844,NA,45,1.6217203,3Eh,MPO254831,1,M-v,0.79234,2.9974684,MPCADO,248.78298,21.9,0.27,NA,0.37785328,1,NA,2.6084402,125.36383,0.15,2013 AN60,0.5818575,2457400.5,NA,0.6266845,6.93067,5,1.8949042,2/9/13,A803,1,NA,32,1
8147,2457699.863,285.26812,NA,41,1.3391933,3Eh,MPO254831,1,M-v,0.8730836,4.1229728,MPCALB,71.51307,21.4,0.36,NA,0.24963649,1,NA,3.9481715,347.29064,0.15,2013 AO60,0.6504909,2457400.5,NA,0.7205083,8.16246,5,2.4980282,2/14/13,2803,NA,NA,36,1
8148,2457991.384,240.17153,NA,49,1.2590596,3Eh,MPO275104,1,M-v,0.7166858,5.0217612,MPCW,251.24491,16.8,0.37,NA,0.20279512,2,1,4.8601153,49.07927,0.15,2013 AP60,0.7502161,2457400.5,2013-2013,0.6271775,21.90898,4,2.8692235,10/30/13,1803,NA,NA,NA,NA
8149,2457504.672,326.44241,NA,57,1.4855308,3Eh,MPO363858,1,M-v,0.6051934,3.6098938,MPCW,25.52531,20.1,0.32,NA,0.32213598,2,NA,3.0596014,194.45153,0.15,2013 AQ60,0.7128442,2457400.5,2013-2016,0.518301,4.10849,3,2.1075436,1/10/16,803,NA,NA,NA,NA
8150,2457698.774,283.88947,NA,36,1.3493377,3Eh,MPO250175,1,M-v,1.0108705,3.9126999,MPCADO,84.11734,24.5,0.38,NA,0.25516955,1,NA,3.86256,7.88858,0.15,2013 AR60,0.589375,2457400.5,NA,0.8033262,2.70269,7,2.4617852,1/21/13,2804,NA,NA,11,1
8151,2457329.249,23.70485,NA,171,1.5095584,3Eh,MPO369170,1,M-v,0.5496214,3.5757902,MPCALB,197.72007,18.6,0.36,NA,0.33269643,3,NA,2.9624835,150.65125,0.15,2013 AV60,0.7335435,2457400.5,2013-2016,0.4763963,7.37046,1,2.0627058,2/3/16,803,NA,NA,NA,NA
8152,2457090.784,126.5053,NA,86,1.7077103,3Eh,MPO298716,1,M-v,1.0445599,2.5535061,MPCALB,127.92454,18.8,0.26,NA,0.4084561,2,NA,2.4130076,278.47109,0.15,2013 AW60,0.419377,2457400.5,2013-2014,0.7413122,28.16133,2,1.799033,6/20/14,804,NA,NA,NA,NA
8153,2457561.065,273.57124,NA,28,2.2033155,3Eh,MPO250176,1,M-v,0.9171619,2.0762153,MPCADO,86.09655,20.7,0.21,NA,0.53827834,1,NA,1.8310372,285.12458,0.15,2013 AX60,0.3872059,2457400.5,NA,0.6361462,24.45951,8,1.4966886,1/15/13,2803,NA,NA,5,1
8154,2457141.008,105.71566,NA,25,1.7045743,3Eh,MPO250176,1,M-v,0.4544986,3.1498166,MPCADO,113.8016,27.6,0.46,NA,0.40739429,1,NA,2.4192968,252.27384,0.15,2013 AB65,0.7478031,2457400.5,NA,0.397187,2.4342,8,1.8021576,1/15/13,2803,NA,NA,3,1
8155,2457091.458,140.33701,NA,75,1.8543717,38h,MPO308513,1,M-v,1.134558,2.2181568,MPCALB,5.60664,21.3,0.42,NA,0.45410276,2,NA,2.1704507,104.38218,0.15,2013 AE69,0.3232004,2457400.5,2013-2014,0.7506238,8.8729,2,1.6763574,9/19/14,804,NA,NA,NA,NA
8156,2457283.214,118.16561,NA,36,45.0254649,3Eh,MPO250176,1,M-v,0.5828568,1.3880678,MPCW,116.50425,22.5,0.42,NA,1.00749762,1,NA,0.9782729,220.40032,0.15,2013 AF69,0.4085448,2457400.5,NA,0.41049,28.4162,8,0.9854623,1/19/13,2802,NA,NA,7,1
8157,2457559.346,272.49478,NA,17,2.2671957,3Eh,MPO250177,1,M-v,0.6203201,2.3272233,MPCW,293.77798,27.3,0.62,NA,0.55088222,1,NA,1.7891441,86.23206,0.15,2013 AG69,0.5790935,2457400.5,NA,0.4897717,2.99769,8,1.4737717,1/15/13,2803,NA,NA,3,1
8158,2457597.132,304.34146,NA,25,1.4029032,3Eh,MPO250177,1,M-v,0.9650217,3.6295813,MPCADO,293.26533,26.6,0.42,NA,0.28305907,1,NA,3.4819858,203.52104,0.15,2013 AP72,0.5799325,2457400.5,NA,0.7623346,2.07376,6,2.2973015,1/15/13,2803,NA,NA,3,1
8159,2457743.074,272.67528,NA,44,1.3488537,3Eh,MPO258438,1,M-v,1.0893678,3.8375764,MPCALB,291.04868,22.2,0.33,NA,0.25490749,1,NA,3.8665308,202.57526,0.15,2013 AQ72,0.5577917,2457400.5,NA,0.8485041,8.70904,4,2.4634721,3/20/13,2804,NA,NA,66,1
8160,2457614.607,236.9868,NA,12,2.3976758,3Eh,MPO250177,1,M-v,0.9523425,1.9137223,MPCK,293.78231,25.2,0.61,NA,0.57453973,1,NA,1.7154735,241.06049,0.15,2013 AR72,0.3354355,2457400.5,NA,0.635896,31.46699,8,1.4330324,1/14/13,2803,NA,NA,1,1
8161,2457469.278,338.54777,NA,37,1.4629767,3Eh,MPO250177,1,M-v,1.0097434,3.2969986,MPCW,118.47909,24,0.43,NA,0.31190747,1,NA,3.159936,6.75052,0.15,2013 AS72,0.5310871,2457400.5,NA,0.7730026,8.81755,6,2.153371,1/19/13,2804,NA,NA,6,1
8162,2457413.291,337.43053,NA,62,1.2655049,3Eh,MPO250177,1,M-v,0.3149308,1.0415986,MPCADO,118.21873,24.2,0.4,NA,1.76443332,1,NA,0.5585973,167.74702,0.15,2013 AT72,0.5356815,2457400.5,NA,0.2418167,15.00628,8,0.6782647,1/22/13,2802,NA,NA,10,1
8163,2457553.014,318.25488,NA,79,1.384487,3Eh,MPO254832,1,M-v,0.8462877,3.8523089,MPCADO,281.20449,20.3,0.31,NA,0.27371389,1,NA,3.6008684,111.76554,0.15,2013 AG76,0.63977,2457400.5,NA,0.6938586,14.53822,6,2.3492983,2/4/13,2803,NA,NA,23,1
8164,2457307.31,93.98732,NA,18,42.9550745,3Eh,MPO250178,1,M-v,0.4465001,1.5230497,MPCALB,347.20134,22.9,0.4,NA,1.00855276,1,NA,0.9772495,353.74484,0.15,2013 AH76,0.5465968,2457400.5,NA,0.3452778,4.54427,8,0.9847749,1/20/13,2802,NA,NA,6,1
8165,2457244.477,114.8541,NA,24,3.9507799,3Eh,MPO250178,1,M-v,1.0068544,1.422704,MPCADO,114.67069,23.4,0.34,NA,0.73613602,1,NA,1.3388935,319.2573,0.15,2013 AS76,0.1711626,2457400.5,NA,0.5895951,18.01955,7,1.2147792,1/22/13,2804,NA,NA,7,1
8166,2458280.767,196.2671,NA,128,1.2326199,38h,MPO258438,1,M-v,1.1703396,4.9084654,MPCADO,305.38493,20.2,0.33,NA,0.18600377,1,NA,5.2988585,206.19858,0.15,2013 AT76,0.6149442,2457400.5,NA,0.9450165,36.55483,5,3.0394025,3/4/13,2804,NA,NA,50,1
8167,2458122.41,207.59027,NA,285,1.2725932,3Eh,MPO271293,1,M-v,0.8200276,4.7665566,MPCALB,13.64328,18.2,0.34,NA,0.21112008,2,1,4.6684695,208.8271,0.15,2013 AU76,0.7064297,2457400.5,2013-2013,0.6996597,9.27801,3,2.7932921,9/5/13,1803,NA,NA,NA,NA
8168,2457840.324,252.56569,NA,52,1.3294926,3Eh,MPO254833,1,M-v,0.1818466,4.8871672,MPCADO,95.40198,19.3,0.3,NA,0.24426647,1,NA,4.0349691,165.8303,0.15,2013 AJ91,0.9282517,2457400.5,NA,0.175323,33.28088,7,2.5345069,1/27/13,2803,NA,NA,13,1
8169,2457197.161,157.06246,NA,127,4.6231174,3Eh,MPO254837,1,M-v,0.9463048,1.4065674,MPCALB,294.32749,22.7,0.48,NA,0.77241651,1,NA,1.2760054,131.16777,0.15,2013 BU2,0.1956173,2457400.5,NA,0.5657092,16.04357,6,1.1764361,2/7/13,2803,NA,NA,22,1
8170,2457390.021,6.61647,NA,19,2.7825548,3Eh,MPO250180,1,M-v,0.781926,1.909385,MPCALB,121.9968,25.4,0.17,NA,0.63139807,1,NA,1.5609926,272.83292,0.15,2013 BV2,0.4189256,2457400.5,NA,0.5547474,5.68501,7,1.3456555,1/22/13,2803,NA,NA,6,1
8171,2457268.895,47.42504,NA,47,1.576344,3Eh,MPO254837,1,M-v,0.9465328,2.9649626,MPCALB,293.01116,23.4,0.3,NA,0.36035855,1,NA,2.735075,136.67023,0.15,2013 BW2,0.5160251,2457400.5,NA,0.7174837,13.3245,7,1.9557477,2/2/13,2803,NA,NA,17,1
8172,2457397.084,1.19791,NA,12,1.5522479,3Eh,MPO250180,1,M-v,0.9981583,2.9851875,MPCK,306.76848,23.1,0.11,NA,0.3506526,1,NA,2.8107811,235.44752,0.15,2013 BX2,0.4988342,2457400.5,NA,0.7480369,6.78773,9,1.9916729,1/17/13,2803,NA,NA,1,1
8173,2457727.947,199.35796,NA,9,1.9910559,3Eh,MPO250180,1,M-v,0.8339685,2.3503771,MPCK,114.01469,27.2,0.2,NA,0.49059009,1,NA,2.0090248,298.62524,0.15,2013 BY2,0.4762073,2457400.5,NA,0.6155552,2.26555,8,1.5921728,1/17/13,2803,NA,NA,1,1
8174,2457224.556,163.94334,NA,16,18.3147068,3Eh,MPO254838,1,M-v,0.8902054,1.1860776,MPCADO,299.21586,24.3,0.19,NA,0.93179261,1,NA,1.0577544,320.06035,0.15,2013 BP15,0.1425009,2457400.5,NA,0.5085302,15.84621,6,1.0381415,2/1/13,2803,NA,NA,16,1
8175,2457649.392,228.08109,NA,7,2.1634007,38h,MPO250181,1,M-v,1.2061141,1.8182571,MPCK,296.5801,24.1,0.11,NA,0.53002508,1,NA,1.8595491,164.83991,0.15,2013 BQ15,0.2024034,2457400.5,NA,0.7251178,25.50202,8,1.5121856,1/17/13,2804,NA,NA,1,1
8176,2457663.092,226.67465,NA,10,2.0624585,3Eh,MPO250181,1,M-v,0.745082,2.3671992,MPCK,102.90116,25,0.17,NA,0.50772767,1,NA,1.9412133,284.86368,0.15,2013 BR15,0.5211988,2457400.5,NA,0.5667089,1.95704,8,1.5561406,1/18/13,2803,NA,NA,2,1
8177,2457256.648,120.55302,NA,12,6.6788611,3Eh,MPO250181,1,M-v,0.8668523,1.3615355,MPCADO,114.15106,24.9,0.1,NA,0.83803649,1,NA,1.1760916,102.92088,0.15,2013 BS15,0.2219915,2457400.5,NA,0.5296431,10.06778,6,1.1141939,1/22/13,2803,NA,NA,6,1
8178,2457153.561,107.36744,NA,8,1.7893671,3Eh,MPO250181,1,M-v,0.9828288,2.4684254,MPCK,296.30812,27.3,0.56,NA,0.43479411,1,NA,2.2668377,198.92819,0.15,2013 BT15,0.4304512,2457400.5,NA,0.7029443,6.01886,9,1.7256271,1/18/13,2803,NA,NA,1,1
8179,2457503.99,327.11481,NA,58,1.4758011,3Eh,MPO254838,1,M-v,0.7406252,3.5130558,MPCALB,319.41476,23.3,0.39,NA,0.3177618,1,NA,3.1017185,247.17688,0.15,2013 BU15,0.6517721,2457400.5,NA,0.611672,2.21274,7,2.1268405,2/2/13,2803,NA,NA,16,1
8180,2457705.342,195.62679,NA,142,2.2079046,3Eh,MPO307056,1,M-v,0.9215826,2.0683526,MPCW,177.91811,24.3,0.42,NA,0.53920812,1,NA,1.82788,8.56074,0.15,2013 BV15,0.3835434,2457400.5,NA,0.6375248,0.56273,3,1.4949676,2/12/13,2803,NA,NA,25,1
8181,2457530.291,286.5001,NA,7,2.3505307,3Eh,MPO250181,1,M-v,0.9784222,1.9153942,MPCK,117.97572,25.6,0.11,NA,0.56629482,1,NA,1.7404497,304.28621,0.15,2013 BW15,0.3237842,2457400.5,NA,0.6476099,4.24891,8,1.4469082,1/18/13,2803,NA,NA,1,1
8182,2458042.773,221.43952,NA,114,1.2802212,3Eh,MPO266947,1,M-v,0.6317615,4.8748703,MPCADO,286.25614,19,0.3,NA,0.2157347,1,NA,4.5686098,262.20936,0.15,2013 BC18,0.7705452,2457400.5,NA,0.5592812,24.81407,2,2.7533159,7/15/13,A803,1,NA,180,1
8183,2457657.335,288.9597,NA,34,1.3901204,3Eh,MPO250182,1,M-v,0.7878998,3.8779688,MPCADO,285.85771,21.3,0.27,NA,0.27659882,1,NA,3.5633113,250.885,0.15,2013 BD18,0.6622709,2457400.5,NA,0.6548515,17.3663,7,2.3329343,1/24/13,A803,1,NA,8,1
8184,2457516.988,320.76931,NA,64,1.519056,38h,MPO373532,1,M-v,1.2506008,2.8414062,MPCADO,300.36104,20.8,0.3,NA,0.33677861,2,NA,2.9265743,264.39741,0.15,2013 BE18,0.3887592,2457400.5,2013-2016,0.8683917,2.42612,3,2.0460035,3/8/16,804,NA,NA,NA,NA
8185,2458176.224,197.95141,NA,38,1.2689556,3Eh,MPO271294,1,M-v,0.7051039,4.9209935,MPCADO,102.12222,19.4,0.27,NA,0.20889988,2,NA,4.7180863,137.20909,0.15,2013 BF18,0.7493453,2457400.5,2013-2013,0.6167351,13.21348,3,2.8130487,8/28/13,803,NA,NA,NA,NA
8186,2457012.444,166.1679,NA,22,1.7682166,3Eh,MPO250182,1,M-v,0.6836355,2.8029301,MPCALB,107.20668,20,0.15,NA,0.42820557,1,NA,2.3017162,238.58785,0.15,2013 BG18,0.6078459,2457400.5,NA,0.5495903,9.78116,8,1.7432828,1/22/13,2803,NA,NA,6,1
8187,2457301.125,41.53188,NA,40,1.7362095,38h,MPO315278,1,M-v,1.2815175,2.2619665,MPCALB,309.03612,20.7,0.2,NA,0.41792983,3,NA,2.3583091,253.41529,0.15,2013 BH18,0.2766907,2457400.5,2006-2014,0.8180507,5.4839,2,1.771742,10/30/14,804,NA,NA,NA,NA
8188,2457111.346,137.393,NA,170,1.9308498,3Eh,MPO346292,NA,M-v,0.8222952,2.4306438,MPCALB,137.76772,19.5,0.27,NA,0.47515487,4,NA,2.0742872,64.59683,0.15,2013 BK18,0.4944294,2457400.5,2013-2015,0.614431,28.89581,0,1.6264695,8/12/15,8C03,1,NA,NA,NA
8189,2457296.491,36.38889,NA,27,1.5503196,3Eh,MPO265048,1,M-v,0.8142157,3.1751223,MPCALB,295.09649,25.9,0.34,NA,0.34986283,1,NA,2.8171259,120.89423,0.15,2013 BL18,0.5918041,2457400.5,NA,0.648036,7.52138,6,1.994669,2/1/13,2803,NA,NA,15,1
8190,2457068.209,152.1469,NA,22,1.8676201,3Eh,MPO250183,1,M-v,0.9409378,2.3933464,MPCS,116.79788,27,0.48,NA,0.4578731,1,NA,2.1525782,325.88459,0.15,2013 BM18,0.4355983,2457400.5,NA,0.6754044,8.40746,7,1.6671421,1/19/13,2803,NA,NA,2,1
8191,2457537.559,233.3298,NA,37,16.0514531,3Eh,MPO254838,1,M-v,0.9852557,1.1023763,MPCALB,300.2851,24.6,0.44,NA,0.92420462,1,NA,1.0664388,238.229,0.15,2013 BN18,0.0561021,2457400.5,NA,0.5202653,16.26092,5,1.043816,2/2/13,2803,NA,NA,16,1
8192,2457817.395,258.19186,NA,6,1.3293837,38h,MPO250183,1,M-v,1.207395,3.8624598,MPCS,284.53893,23.4,0.06,NA,0.2442057,1,NA,4.0359733,223.81881,0.15,2013 BO18,0.5236964,2457400.5,NA,0.9198517,8.72056,8,2.5349274,1/18/13,2804,NA,NA,1,1
8193,2457296.407,73.73008,NA,70,3.5542921,3Eh,MPO254838,1,M-v,0.966066,1.5267202,MPCADO,294.6179,22.8,0.3,NA,0.70830702,1,NA,1.3914979,147.29144,0.15,2013 BP18,0.2249107,2457400.5,NA,0.5916723,20.63873,6,1.2463931,2/7/13,2803,NA,NA,20,1
8194,2457522.824,243.63883,NA,22,28.690866,3Eh,MPO250184,1,M-v,0.8724429,1.1754225,MPCS,117.24187,25.3,0.31,NA,0.95125502,1,NA,1.036113,88.52532,0.15,2013 BQ18,0.147949,2457400.5,NA,0.50076,26.46984,7,1.0239327,1/19/13,2803,NA,NA,1,1
8195,2457085.989,151.00072,NA,12,1.9497899,3Eh,MPO250184,1,M-v,1.0206033,2.2098999,MPCS,120.3652,26.1,0.24,NA,0.48011336,1,NA,2.0528644,27.16688,0.15,2013 BR18,0.3681459,2457400.5,NA,0.6981671,7.37872,8,1.6152516,1/19/13,2804,NA,NA,1,1
8196,2457777.293,184.45436,NA,24,1.8964432,3Eh,MPO254838,1,M-v,0.8374126,2.4584926,MPCALB,301.13699,22.4,0.36,NA,0.46589386,1,NA,2.1155197,90.85108,0.15,2013 BS18,0.4918467,2457400.5,NA,0.6246456,4.46781,6,1.6479526,2/9/13,2803,NA,NA,22,1
8197,2457389.13,16.48225,NA,36,2.1238817,3Eh,MPO265048,1,M-v,0.3366396,1.2097556,MPCALB,161.96339,23.6,0.24,NA,1.44966732,1,NA,0.6798854,117.19908,0.15,2013 BT18,0.5646138,2457400.5,NA,0.2633555,1.84062,7,0.7731976,2/9/13,2802,NA,NA,22,1
8198,2457365.111,40.08813,NA,231,6.6969923,3Eh,MPO322279,1,M-v,0.6403592,1.1824274,MPCALB,309.28714,19.8,0.35,NA,1.13277933,2,NA,0.8700791,311.96003,0.15,2013 BE19,0.2973843,2457400.5,2013-2013,0.415396,31.0057,3,0.9113933,12/2/13,8802,1,NA,NA,NA
8199,2457132.728,143.04206,NA,54,2.1833746,3Eh,MPO357191,1,M-v,0.9447088,2.0639112,MPCALB,301.56206,20.8,0.27,NA,0.53419284,3,NA,1.845041,298.04884,0.15,2013 BE27,0.3719986,2457400.5,2002-2015,0.6480696,17.2048,1,1.50431,9/17/15,803,NA,NA,NA,NA
8200,2457574.368,254.0891,NA,66,2.6180703,3Eh,MPO350463,1,M-v,1.0614153,1.6950505,MPCALB,290.56104,21.6,0.31,NA,0.60914425,2,NA,1.6180201,253.43573,0.15,2013 BF27,0.2298723,2457400.5,2013-2015,0.6527027,9.83027,1,1.3782329,10/14/15,804,NA,NA,NA,NA
8201,2457548.167,289.39735,NA,19,1.9421318,38h,MPO265048,1,M-v,1.2404923,1.9989831,MPCADO,137.54616,20.2,0.16,NA,0.47812015,1,NA,2.0614226,196.38517,0.15,2013 BG27,0.23414,2457400.5,NA,0.7654706,13.23793,6,1.6197377,2/1/13,2804,NA,NA,15,1
8202,2457178.008,93.86676,NA,11,1.7484024,3Eh,MPO250185,1,M-v,1.0017181,2.5195639,MPCS,117.7189,26.6,0.18,NA,0.42188867,1,NA,2.3361795,16.55297,0.15,2013 BH27,0.4310492,2457400.5,NA,0.7167539,3.11155,9,1.760641,1/20/13,2804,NA,NA,1,1
8203,2457735.595,274.90217,NA,14,1.3470906,38h,MPO250185,1,M-v,1.1258957,3.8134109,MPCS,114.79526,23.4,0.17,NA,0.25395109,1,NA,3.8810924,11.70301,0.15,2013 BJ27,0.5441078,2457400.5,NA,0.8692521,24.71535,7,2.4696533,1/20/13,2804,NA,NA,1,1
8204,2457617.31,188.94823,NA,33,5.0117164,3Eh,MPO254839,1,M-v,0.5646483,1.7552423,MPCADO,148.53785,24,0.24,NA,0.78894697,1,NA,1.2492699,220.20231,0.15,2013 BO27,0.5132113,2457400.5,NA,0.4272161,3.03565,8,1.1599453,2/1/13,2803,NA,NA,12,1
8205,2457310.714,33.28412,NA,22,1.6028701,3Eh,MPO250186,1,M-v,1.039621,2.798745,MPCS,300.70498,25.3,0.5,NA,0.37070589,1,NA,2.6587321,209.27248,0.15,2013 BP27,0.4583002,2457400.5,NA,0.7580398,22.3961,8,1.919183,1/21/13,2804,NA,NA,1,1
8206,2457240.979,114.90989,NA,24,3.7155827,3Eh,MPO250186,1,M-v,0.936264,1.5286736,MPCS,122.19001,24.1,0.42,NA,0.72034437,1,NA,1.3682451,281.79766,0.15,2013 BQ27,0.2403345,2457400.5,NA,0.5806403,23.80593,8,1.2324688,1/21/13,2803,NA,NA,1,1
8207,2457678.824,218.11128,NA,21,2.0714263,3Eh,MPO265048,1,M-v,0.8386581,2.2651971,MPCALB,296.97662,27.8,0.25,NA,0.50979657,1,NA,1.9333353,120.70518,0.15,2013 BR27,0.4596023,2457400.5,NA,0.6120536,2.56649,6,1.5519276,2/1/13,2803,NA,NA,12,1
8208,2457462.368,341.98439,NA,29,1.4193353,38h,MPO265048,1,M-v,1.2402808,3.2683606,MPCALB,255.30489,20.4,0.18,NA,0.29119272,1,NA,3.3847262,165.01655,0.15,2013 BO45,0.4498206,2457400.5,NA,0.8990923,4.98072,5,2.2543207,2/1/13,2804,NA,NA,14,1
8209,2457521.563,295.30561,NA,31,2.1843097,3Eh,MPO331335,1,M-v,0.5372771,2.4706175,MPCALB,139.65977,20.2,0.21,NA,0.53438607,3,NA,1.8443737,202.79267,0.15,2013 BP45,0.6427554,2457400.5,2001-2014,0.4413074,32.02254,1,1.5039473,4/9/14,803,NA,NA,NA,NA
8210,2457093.31,124.14704,NA,37,1.6950272,3Eh,MPO254840,1,M-v,0.5606594,3.0629934,MPCADO,153.64929,19.9,0.32,NA,0.40413753,1,NA,2.4387926,204.4028,0.15,2013 BR45,0.6905557,2457400.5,NA,0.4739129,4.63692,6,1.8118264,2/16/13,2803,NA,NA,28,1
8211,2457503.322,257.52235,NA,92,89.2804096,3Eh,MPO307057,1,M-v,0.9093608,1.075843,MPCW,83.4006,25.9,0.32,NA,0.99664713,2,NA,0.9889234,150.30395,0.15,2013 BS45,0.0838615,2457400.5,2013-2014,0.4928106,0.77262,0,0.9926019,1/30/14,802,NA,NA,NA,NA
8212,2457257.032,119.47488,NA,27,6.4485157,3Eh,MPO254840,1,M-v,0.672911,1.5648706,MPCADO,300.92274,23.1,0.31,NA,0.83276513,1,NA,1.1835362,292.85116,0.15,2013 BT45,0.398591,2457400.5,NA,0.4705636,22.00499,7,1.1188908,2/7/13,2803,NA,NA,17,1
8213,2457420.067,347.74391,NA,25,2.7434997,3Eh,MPO254842,1,M-v,0.9446992,1.7610364,MPCALB,115.78119,23.9,0.5,NA,0.62635571,1,NA,1.573559,315.92744,0.15,2013 BB70,0.3017062,2457400.5,NA,0.6148604,15.22949,7,1.3528678,2/14/13,2803,NA,NA,23,1
8214,2457336.12,42.36283,NA,28,3.0085836,3Eh,MPO363864,1,M-v,0.7578458,1.8604062,MPCALB,123.87292,24.2,0.21,NA,0.65800911,2,NA,1.4978633,262.05289,0.15,2013 BC70,0.4211055,2457400.5,2013-2016,0.5384894,12.14585,2,1.309126,1/13/16,803,NA,NA,NA,NA
8215,2457850.221,252.3485,NA,82,1.3207764,38h,MPO260833,1,M-v,1.1068483,4.0309995,MPCALB,288.06086,22.4,0.26,NA,0.23937413,1,NA,4.117436,228.26969,0.15,2013 BD70,0.5691393,2457400.5,NA,0.8683996,4.40186,4,2.5689239,4/4/13,2804,NA,NA,79,1
8216,2457723.424,282.9045,NA,29,1.319659,38h,MPO253286,1,M-v,1.1691932,3.9777158,MPCADO,317.32003,20.1,0.27,NA,0.23874228,1,NA,4.1283332,93.79215,0.15,2013 BN73,0.5456717,2457400.5,NA,0.9035944,24.81276,5,2.5734545,2/13/13,2804,NA,NA,24,1
8217,2457195.08,86.82936,NA,68,1.7508997,3Eh,MPO253287,1,M-v,0.9756987,2.5411165,MPCALB,310.76349,25.5,0.43,NA,0.4226927,1,NA,2.3317357,202.84026,0.15,2013 BA74,0.4451237,2457400.5,NA,0.7050027,5.30257,5,1.7584076,2/8/13,2803,NA,NA,8,1
8218,2457478.087,291.56159,NA,23,9.5211048,3Eh,MPO253287,1,M-v,0.8645075,1.2890557,MPCK,310.77855,26.3,1.23,NA,0.88208946,1,NA,1.1173557,96.23499,0.15,2013 BB74,0.1971376,2457400.5,NA,0.5174672,15.70337,7,1.0767816,2/1/13,2803,NA,NA,1,1
