"","name","id.x","spkid","full_name","pdes","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT","id.y","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation"
"157","Reid","dJ25F020",1001000,"     C/1925 F2 (Reid)","1925 F2","C","","",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"SAO_2008",2424360.5,24360,19250729,"J2000",0.995116,334.4183047,1.633299,26.9797,7.0401,259.2776,-0.0001397,667.2033103,0.0001612,2424361.3669,19250729.8669,NA,NA,NA,NA,NA,1.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COM","Wierzbinski",644,"1925-03-27","1926-12-31",283,NA,NA,"",NA,FALSE,NA,NA,NA,NA,22556,"Valid","H5","144.1","Found",1969,-30.06667,128.98333,"(-30.066670, 128.983330)"
"158","Rogers","a0007894",2007894,"  7894 Rogers (1994 XC1)","7894","","N","N",13.6,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.129773621046571,2.57114823676747,2.23748101983465,14.0654193155833,91.4686820681135,123.039079255786,295.765709205762,2.9048154537003,0.239063569466739,2457669.19125621,20161007.6912562,1505.87561627656,4.12286274134583,1.25958,490.1907486,2.17474,3.376,7.7312e-08,1.4984e-08,2.0688e-07,5.1248e-06,2.1976e-05,2.9202e-05,2.3251e-05,1.6928e-08,2.0898e-09,9.865e-05,1.3164e-05,"MBA","Otto Matic",9204,"1991-01-07","2016-03-20",1204,NA,NA,"0",0.52549,NA,NA,NA,NA,NA,22645,"Valid","L","982","Found",1974,34.065,-103.40833,"(34.065000, -103.408330)"
"159","Romero","a0013703",2013703," 13703 Romero (1998 OR13)","13703","","N","N",14.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.19612589122074,2.40775654083735,1.93553314342306,1.56107631416373,150.122872082991,222.234587395445,206.456120064469,2.87997993825164,0.263806332874853,2457982.5325777,20170817.0325777,1364.63744473784,3.73617370222543,0.934305,363.60347685,2.57697,3.495,5.2888e-08,1.2889e-08,1.2813e-07,5.9447e-06,0.00015843,0.00015894,1.4467e-05,1.5417e-08,2.1183e-09,5.6997e-05,1.0958e-05,"MBA","Otto Matic",10398,"1987-09-18","2016-03-07",1204,NA,NA,"0",0.54668,NA,NA,NA,NA,NA,22651,"Valid","H4","17200","Found",1938,35.76667,-102.95,"(35.766670, -102.950000)"
"160","Rosario","a0014812",2014812," 14812 Rosario (1981 JR1)","14812","","N","N",14,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 14",2457400.5,57400,20160113,"J2000",0.20684304038683,2.44710566725492,1.94093889089207,13.962533885246,28.237247912047,225.386402551807,12.0172669048435,2.95327244361776,0.257469025757222,2457353.8253879,20151127.3253879,1398.22644273901,3.82813536684192,0.95271,370.7661507,2.14455,3.429,5.7342e-08,1.605e-08,1.4459e-07,7.5655e-06,2.5485e-05,3.2188e-05,2.2913e-05,1.937e-08,2.533e-09,8.8861e-05,1.3756e-05,"MBA","Otto Matic",12479,"1981-05-09","2015-07-09",855,NA,NA,"0",0.52535,NA,NA,NA,NA,NA,22765,"Valid","Iron, IAB-MG","2700","Found",1896,14.6,-88.68333,"(14.600000, -88.683330)"
"161","Sagan","a0002709",2002709,"  2709 Sagan (1982 FH)","2709","","N","N",13,NA,NA,NA,NA,NA,NA,"","",NA,5.2564,NA,NA,NA,NA,"S","",NA,NA,"JPL 16",2457400.5,57400,20160113,"J2000",0.0692664346233168,2.19558570067678,2.04350530728096,2.73125902358963,241.137734502295,308.247106326368,137.551690161744,2.3476660940726,0.302955250341312,2456946.46697035,20141015.9669703,1188.29430945468,3.2533725104851,1.04435,406.4296895,2.61659,3.664,4.8947e-08,1.1243e-08,1.0898e-07,5.2991e-06,0.00010314,0.00010994,3.7733e-05,1.2022e-08,2.327e-09,0.00012387,9.1275e-06,"MBA","Otto Matic",20618,"1959-02-03","2015-07-17",1361,NA,NA,"0",0.50416,NA,NA,NA,NA,NA,22796,"Valid","Stone-uncl","","Fell",1636,51.53333,14.88333,"(51.533330, 14.883330)"
"162","Saotome","a0022177",2022177," 22177 Saotome (2000 XS38)","22177","","N","N",12.2,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.137520761320732,3.17277850303595,2.73645558779639,23.9197781348981,70.4033034783506,210.622245593367,38.1930911206933,3.60910141827551,0.17439918151905,2457181.5018901,20150608.0018901,2064.22987117447,5.65155337761661,1.73986,677.1013162,1.52505,3.054,6.0358e-08,3.8622e-08,2.0364e-07,6.4554e-06,1.388e-05,2.7391e-05,2.7212e-05,4.3934e-08,3.1844e-09,0.00015503,3.7692e-05,"MBA","Otto Matic",13810,"1977-12-07","2015-09-29",1060,NA,NA,"0",0.46412,NA,NA,NA,NA,NA,23174,"Valid","Iron, IVA","10880","Found",1892,36.5,137,"(36.500000, 137.000000)"
"163","Sayama","a0004461",2004461,"  4461 Sayama (1990 EL)","4461","","N","N",11.3,NA,NA,NA,NA,NA,NA,"","",NA,40.8,NA,NA,NA,NA,"X","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.12969291372767,2.8522772311842,2.48235708631283,16.0192866183834,133.211451079585,150.901657081236,31.409949778262,3.22219737605557,0.204605107760507,2457246.98501632,20150812.4850163,1759.48686687424,4.81721250342022,1.47572,574.3059524,2.04619,3.236,5.7628e-08,2.3018e-08,1.6851e-07,6.2696e-06,2.1025e-05,3.1571e-05,2.3878e-05,2.6003e-08,2.4767e-09,0.00011649,2.1299e-05,"MBA","Otto Matic",26846,"1942-03-15","2015-09-14",1209,NA,NA,"0",0.49742,NA,NA,NA,NA,NA,23192,"Valid","CM2","430","Fell",1986,35.86667,139.4,"(35.866670, 139.400000)"
"164","Seneca","a0002608",2002608,"  2608 Seneca (1978 DA)","2608","","Y","N",17.52,NA,NA,NA,NA,NA,NA,"0.9","",0.21,8,NA,0.826,0.454,NA,"","S",NA,NA,"JPL 14",2457400.5,57400,20160113,"J2000",0.571350507959855,2.5160635323902,1.0785093550998,14.6821234770979,167.373254797547,37.315164412324,204.937119641389,3.95361770968061,0.24695718674587,2458028.39377544,20171001.8937754,1457.742553451,3.99108159740177,0.13135,51.1174795,1.13881,3.172,2.404e-07,1.101e-07,5.8649e-07,5.2826e-05,4.1602e-05,0.00012407,0.0002518,1.73e-07,1.621e-08,0.0010517,9.5683e-05,"AMO","Otto Matic",11871,"1978-02-17","2010-08-19",57,NA,NA,"1",0.71515,NA,NA,NA,NA,NA,23497,"Valid","H4","1900","Found",1936,39.83333,-96.06667,"(39.833330, -96.066670)"
"165","Sikhote-Alin","a0022739",2022739," 22739 Sikhote-Alin (1998 SA144)","22739","","N","N",14.2,NA,NA,NA,NA,NA,NA,"","",NA,20.7502,NA,NA,NA,NA,"","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.0632314300232024,2.92030574377715,2.73565063549315,2.25209139996471,151.288822935889,22.5534160686013,19.6247376009497,3.10496085206115,0.197497494272717,2457301.1329793,20151005.6329793,1822.80793650419,4.99057614374865,1.74057,677.3776269,1.85857,3.276,5.6204e-08,2.71e-08,1.7505e-07,5.4195e-06,0.00015452,0.000162,4.8492e-05,2.8814e-08,2.7492e-09,0.00024546,2.5373e-05,"MBA","Otto Matic",9070,"1991-04-22","2016-02-20",1072,NA,NA,"0",0.4777,NA,NA,NA,NA,NA,23593,"Valid","Iron, IIAB","23000000","Fell",1947,46.16,134.65333,"(46.160000, 134.653330)"
"166","Siwa","a0000140",2000140,"   140 Siwa","140","","N","N",8.34,NA,NA,NA,NA,NA,NA,"109.79","",0.0676,34.445,NA,0.721,0.299,NA,"Xc","P",NA,3,"JPL 129",2457400.5,57400,20160113,"J2000",0.21609559836523,2.73204150680737,2.14165936263519,3.18646529071776,107.265831346312,196.734870687794,156.990245206458,3.32242365097955,0.21825948907016,2456681.21743467,20140123.7174347,1649.412822937,4.51584619558386,1.12478,437.7306326,1.91757,3.317,3.219e-08,8.5818e-09,8.7126e-08,3.7471e-06,5.8626e-05,5.9114e-05,9.3984e-06,1.0436e-08,1.0284e-09,4.2169e-05,7.7716e-06,"MBA","Otto Matic",50778,"1877-03-11","2016-03-20",2495,NA,NA,"0",0.55737,NA,NA,NA,NA,NA,23618,"Valid","L5-6","36","Found",1994,28.5,25.5,"(28.500000, 25.500000)"
"167","Skiff","dK01K030",1000342,"     C/2001 K3 (Skiff)","2001 K3","C","","",NA,NA,9.4,12,10,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 64",2452108.5,52108,20010718,"J2000",0.998932210546488,2865.84760649402,3.06012184958802,52.0265087114352,289.850076702165,3.45233150913478,0.000553281094708625,5728.63509113846,6.42427960814388e-06,2452022.3765545,20010422.8765545,56037411.5011492,153422.071187267,2.04467,795.7242239,NA,1.336,3.5192e-05,94.468,2.2045e-05,0.00048024,0.00026118,0.00098801,2.7345e-05,188.83,3.1765e-07,0.0034749,2770800,"COM","Otto Matic",142,"2001-05-22","2001-10-11",331,NA,NA,"",0.85448,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"168","Skiff","dK00S010",1000310,"     P/2000 S1 (Skiff)","2000 S1","P","","",NA,NA,6.1,15.5,22,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 25",2451833.5,51833,20001016,"J2000",0.618454091311147,6.58874779397744,2.5139097641748,21.0075713142678,29.1383826841436,308.452332750213,5.43715999221926,10.6635858237801,0.0582773436877816,2451740.20199346,20000714.7019935,6177.35773834657,16.9126837463287,1.56684,609.7671228,NA,2.441,2.2057e-05,0.00043795,5.0104e-05,0.00042437,0.00044861,0.0040948,0.00087654,0.0007088,5.8105e-06,0.011683,0.61591,"JFc","Otto Matic",118,"2000-08-26","2000-12-22",176,NA,NA,"4",0.81659,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"169","Skiff","dJ99J020",1000254,"     C/1999 J2 (Skiff)","1999 J2","C","","",NA,NA,4.4,8.3,9,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 45",2451658.5,51658,20000424,"J2000",1.00110575449242,-6429.78481341673,7.10976344272949,86.4128316232309,50.0424085125312,127.138941818377,3.44302069278309e-05,NA,1.91165455534182e-06,2451640.48931557,20000405.9893156,NA,NA,6.45759,2513.1003003,NA,NA,9.5114e-06,55.299,9.6905e-06,1.7286e-05,2.0401e-05,0.00011372,4.4293e-07,NA,2.4662e-08,0.0016834,NA,"HYP","Otto Matic",1478,"1999-05-12","2003-05-29",971,NA,NA,"",0.67176,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"170","Skiff","c00223_0",1000412,"  223P/Skiff","223P","P","","",NA,NA,11.5,15.8,12,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 54",2454283.5,54283,20070702,"J2000",0.417559714685717,4.13849631076124,2.41042697201188,27.049527207292,346.945896541396,38.3163287585471,226.379772921585,5.86656564951059,0.117068543547149,2455424.88455156,20100816.3845516,3075.12154069817,8.41922393072737,1.46076,568.4839692,NA,2.701,9.0157e-08,1.0218e-07,3.6814e-07,1.1359e-05,3.6778e-05,5.9898e-05,2.3333e-05,1.4484e-07,4.3356e-09,0.00017958,0.00011389,"JFc","Otto Matic",4240,"2001-07-27","2013-03-06",442,NA,NA,"0",0.76948,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"171","Skiff","dK00Y020",1000325,"     C/2000 Y2 (Skiff)","2000 Y2","C","","",NA,NA,11.4,14.1,11,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 54",2451956.5,51956,20010216,"J2000",0.994350658714451,490.094060377526,2.76870860909308,12.0874529194595,185.848285929616,326.818194423115,359.996928876662,977.419412145959,9.08416293373091e-05,2451990.30744446,20010321.8074445,3962940.80837392,10849.9406115645,1.78885,696.1667545,NA,2.025,2.5345e-05,2.2017,2.0972e-05,0.00014236,0.00042808,0.0026504,2.0103e-05,4.3909,6.1214e-07,0.0079822,26705,"JFc","Otto Matic",201,"2000-11-22","2001-06-11",159,NA,NA,"",0.64878,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"172","Skiff","dK05K010",1000568,"     C/2005 K1 (Skiff)","2005 K1","C","","",NA,NA,6.6,11.5,13,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 41",2453602.5,53602,20050820,"J2000",1.00329091744627,-1122.15332556488,3.69291395648798,77.7475904106893,106.304989354584,134.938620320201,-0.00244347499897353,NA,2.62195825341729e-05,2453695.69274995,20051121.19275,NA,NA,2.91051,1132.6831767,NA,NA,6.9154e-06,2.3573,2.8351e-06,1.8006e-05,3.4541e-05,0.0001084,7.7003e-06,NA,8.2619e-08,0.00063132,NA,"HYP","Otto Matic",812,"2005-05-16","2007-08-06",615,NA,NA,"",0.67553,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"173","Skiff","dK05S020",1001666,"     P/2005 S2 (Skiff)","2005 S2","P","","",NA,NA,7.9,12.1,10,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 9",2453618.5,53618,20050905,"J2000",0.196675930513124,7.96464712011397,6.39819273655688,3.14103894092566,161.27206296106,229.918273369171,346.910228816208,9.53110150367106,0.0438484519787181,2453917.02299438,20060630.5229944,8210.09599551488,22.4780177837505,5.40425,2103.1719725,NA,3.076,0.00047182,0.0025219,0.0017705,0.00023534,0.0022396,0.175,0.10337,0.0030179,2.0826e-05,2.4941,3.8994,"CTc","Otto Matic",427,"2004-09-07","2005-11-08",90,NA,NA,"5",0.6981,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"174","Skiff","a0002554",2002554,"  2554 Skiff (1980 OB)","2554","","N","N",12.7,NA,NA,NA,NA,NA,NA,"","",NA,25.6,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.145550411574884,2.2631314935265,1.93373177319563,4.86179867271624,296.42547843041,333.800210156146,185.685999931768,2.59253121385736,0.289493882977863,2458002.63362118,20170906.1336212,1243.54959178025,3.40465322869335,0.917445,357.04207065,2.50082,3.599,5.709e-08,1.0419e-08,1.2878e-07,5.9203e-06,4.8154e-05,5.1964e-05,1.9587e-05,1.1936e-08,1.9992e-09,6.7166e-05,8.5877e-06,"MBA","Otto Matic",22814,"1953-09-16","2016-03-03",1422,NA,NA,"0",0.50717,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"175","Skiff","c00305_0",1000518,"  305P/Skiff","305P","P","","",NA,NA,14.2,18.7,17,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 38",2455706.5,55706,20110525,"J2000",0.696120110381919,4.62048745846361,1.40407321885965,11.5197915829129,242.022006162038,144.894196580963,233.558469138558,7.83690169806757,0.0992367151648553,2456980.64063083,20141119.1406308,3627.68960461817,9.9320728394748,0.428513,166.76440421,NA,2.452,9.6307e-08,3.3724e-08,4.4193e-07,1.3794e-05,7.4701e-05,0.00010046,1.0137e-05,5.72e-08,1.0865e-09,0.00010805,3.9716e-05,"JFc","Otto Matic",3805,"2004-10-07","2015-03-09",548,NA,NA,"0",0.77912,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"176","Skiff","dK01S010",1000358,"     C/2001 S1 (Skiff)","2001 S1","C","","",NA,NA,5.9,14,17,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 12",2452186.5,52186,20011004,"J2000",0.929722389588056,53.3468168179864,3.7490868090518,139.132531332046,330.121979489232,285.160963063061,0.312890597690154,102.944546826921,0.00252953858456887,2452062.80526785,20010602.3052678,142318.445820963,389.646668914341,3.03178,1179.8778226,NA,-1.686,0.00049476,0.37903,0.000259,0.00091446,0.0025177,0.010057,0.0034857,0.73141,2.6958e-05,0.066685,1516.7,"COM","Otto Matic",85,"2001-08-22","2001-11-15",41,NA,NA,"5",0.92633,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"177","Skiff","dK07B020",1002440,"     C/2007 B2 (Skiff)","2007 B2","C","","",NA,NA,8.1,11.1,9,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 81",2454531.5,54531,20080306,"J2000",0.995964800171043,737.241590393807,2.9749171394572,27.4952676275948,14.8688578074836,205.997218194354,359.991736068108,1471.50826364816,4.92367448362257e-05,2454699.34074414,20080820.8407441,7311612.52023167,20018.1040937212,1.99486,776.3396662,NA,1.902,2.3536e-06,0.43005,5.9331e-07,1.3804e-05,1.6032e-05,3.6502e-05,7.2395e-06,0.85836,4.3081e-08,0.00020343,6397.5,"COM","Otto Matic",1264,"2007-01-23","2010-07-10",1526,NA,NA,"",0.53891,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"178","Skiff","dK07H020",1002453,"     C/2007 H2 (Skiff)","2007 H2","C","","",NA,NA,15.9,19.1,17,5,0.03,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 9",2454214.5,54214,20070424,"J2000",0.971690117521928,49.8220830178607,1.41045731504837,52.1910306303225,203.771827754819,319.302701255117,0.184822165402022,98.2337087206731,0.00280266540190924,2454148.55485889,20070217.0548589,128449.154064114,351.674617560886,0.53971,210.0389407,NA,1.001,0.00082317,1.4526,0.00011764,0.013946,0.00053481,0.0052673,0.0081122,2.8642,0.00012257,0.010433,5617.7,"COM","Otto Matic",30,"2007-04-19","2007-05-19",109,NA,NA,"6",0.91679,NA,NA,NA,NA,NA,23622,"Valid","H4","3540","Found",1966,49.25,-111.86667,"(49.250000, -111.866670)"
"179","Snyder","a0015512",2015512," 15512 Snyder (1999 UK1)","15512","","N","N",12.1,NA,NA,NA,NA,NA,NA,"","",NA,2.7385,NA,NA,NA,NA,"","",NA,NA,"JPL 13",2457400.5,57400,20160113,"J2000",0.0230151520000823,3.04115123080026,2.97115867296815,13.7771899029849,127.29662629128,178.09906940102,81.0493929548404,3.11114378863236,0.185843359612239,2456964.38329869,20141102.8832987,1937.1152176281,5.30353242334867,1.95427,760.5432559,2.0584,3.196,6.0615e-08,2.9758e-08,1.8212e-07,6.5986e-06,2.4118e-05,0.00014378,0.00014324,3.0443e-08,2.7278e-09,0.00077057,2.8433e-05,"MBA","Otto Matic",22210,"1955-04-20","2016-02-09",1213,NA,NA,"0",0.48615,NA,NA,NA,NA,NA,23657,"Valid","H3","16900","Found",1983,32.71667,-100.91667,"(32.716670, -100.916670)"
"180","Songyuan","a0023686",2023686," 23686 Songyuan (1997 JZ7)","23686","","N","N",13.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 16",2457400.5,57400,20160113,"J2000",0.171018761730982,2.68714855195009,2.22759573400838,12.8450279541463,206.870450253846,60.5146400087267,62.5960482043198,3.14670136989179,0.223751811472593,2457120.74339024,20150408.2433902,1608.92552167827,4.40499800596378,1.2432,483.816144,1.98812,3.317,5.4267e-08,2.1885e-08,1.5066e-07,7.3315e-06,2.7131e-05,3.473e-05,2.2146e-05,2.5628e-08,2.7335e-09,9.8513e-05,1.9656e-05,"MBA","Otto Matic",6789,"1997-05-08","2015-12-09",802,NA,NA,"0",0.46241,NA,NA,NA,NA,NA,23668,"Valid","L6","36900","Fell",1993,45.25,125,"(45.250000, 125.000000)"
"181","Steinbach","a0032810",2032810," 32810 Steinbach (1990 TS10)","32810","","N","N",16.5,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 13",2457400.5,57400,20160113,"J2000",0.178990510210985,2.34318959519824,1.92378089403264,1.82341704092833,314.649710589306,32.8674506370705,37.4129269116898,2.76259829636385,0.274784941069614,2457264.3465166,20150829.8465166,1310.115461927,3.58690064867077,0.915288,356.20263096,2.64083,3.54,8.2348e-08,1.3186e-08,1.9552e-07,7.1392e-06,0.00022557,0.00022635,1.7266e-05,1.5546e-08,2.3195e-09,6.3124e-05,1.1059e-05,"MBA","Otto Matic",13280,"1979-08-22","2015-12-31",489,NA,NA,"0",0.54623,NA,NA,NA,NA,NA,23722,"Valid","Iron, IVA-an","98000","Found",1724,50.5,12.5,"(50.500000, 12.500000)"
"182","Summerfield","a0007344",2007344,"  7344 Summerfield (1992 LU)","7344","","N","N",13,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.113507988030854,2.58654315412986,2.2929498447496,14.3209860240737,175.03872798689,17.8838867592732,281.724955088909,2.88013646351011,0.236932414919183,2457730.86866204,20161208.368662,1519.42063361315,4.15994697772252,1.29772,505.0336924,2.08294,3.369,6.4183e-08,1.7681e-08,1.6727e-07,7.1627e-06,2.1831e-05,3.5035e-05,3.1709e-05,1.9688e-08,2.4294e-09,0.00013554,1.558e-05,"MBA","Otto Matic",11120,"1985-09-21","2016-03-02",1026,NA,NA,"0",0.45997,NA,NA,NA,NA,NA,23743,"Valid","L5","6200","Found",1979,34.76667,-102.41667,"(34.766670, -102.416670)"
"183","Sutton","a0002532",2002532,"  2532 Sutton (1980 TU5)","2532","","N","N",13,NA,NA,NA,NA,NA,NA,"","",NA,51.3624,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.171779326247764,2.37218577189765,1.96469329826654,4.33911672688109,345.157007293451,8.4855050704425,248.007689702189,2.77967824552876,0.269762159022611,2457815.65203876,20170303.1520388,1334.50889221948,3.6536862209979,0.957654,372.69020718,2.6416,3.52,7.0503e-08,1.2243e-08,1.6647e-07,6.6123e-06,6.3582e-05,6.4964e-05,1.6129e-05,1.4346e-08,2.0884e-09,6.1111e-05,1.0331e-05,"MBA","Otto Matic",22944,"1953-04-15","2016-02-08",1287,NA,NA,"0",0.52576,NA,NA,NA,NA,NA,23763,"Valid","H5","7600","Found",1964,40.6,-97.86667,"(40.600000, -97.866670)"
"184","Takenouchi","a0002767",2002767,"  2767 Takenouchi (1967 UM)","2767","","N","N",11.7,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 22",2457400.5,57400,20160113,"J2000",0.0829774097171996,3.02274641808496,2.77192675008033,10.8715232694592,66.0298285722705,251.50448581962,173.801156621116,3.27356608608959,0.187543277341001,2456473.77439786,20130630.2743979,1919.5569422914,5.2554604853974,1.78042,692.8860514,1.95474,3.213,4.8487e-08,2.5385e-08,1.4327e-07,6.0351e-06,2.7377e-05,4.5791e-05,3.846e-05,2.7491e-08,2.3625e-09,0.00020236,2.418e-05,"MBA","Otto Matic",17691,"1967-10-13","2016-03-20",1388,NA,NA,"0",0.47519,NA,NA,NA,NA,NA,23789,"Valid","H5","720","Fell",1880,35.38333,134.9,"(35.383330, 134.900000)"
"185","Tatum","a0003748",2003748,"  3748 Tatum (1981 JQ)","3748","","N","N",12.6,NA,NA,NA,NA,NA,NA,"","",NA,58.21,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.151019894658166,2.53423152198619,2.15151214449644,5.97976075753936,33.7802756233634,110.960776279257,283.300928123575,2.91695089947595,0.244306285729078,2457714.44637124,20161121.9463712,1473.56012116372,4.03438773761457,1.17206,456.1305902,2.11084,3.425,4.166e-08,1.1691e-08,1.0667e-07,5.997e-06,3.7107e-05,4.2549e-05,2.0601e-05,1.3457e-08,1.6906e-09,8.4889e-05,1.0197e-05,"MBA","Otto Matic",22512,"1954-07-29","2016-03-17",1671,NA,NA,"0",0.45645,NA,NA,NA,NA,NA,23886,"Valid","H4","1787","Found",1938,33.23333,-103.44167,"(33.233330, -103.441670)"
"186","Tell","a0016522",2016522," 16522 Tell (1991 AJ3)","16522","","N","N",12.9,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 13",2457400.5,57400,20160113,"J2000",0.0559738923321852,3.18211192286774,3.00399673270817,14.6539186020663,288.54805379643,22.1072129883358,294.281655773724,3.3602271130273,0.173632451754055,2457778.99113782,20170125.4911378,2073.3451400544,5.67650962369445,1.99115,774.8958455,1.84478,3.146,8.1436e-08,4.1666e-08,2.625e-07,7.5615e-06,2.8824e-05,7.9653e-05,7.8322e-05,4.3998e-08,3.4103e-09,0.00045354,4.0722e-05,"MBA","Otto Matic",14226,"1976-05-31","2015-05-13",765,NA,NA,"0",0.50756,NA,NA,NA,NA,NA,23893,"Valid","H6","16600","Found",1930,34.38333,-100.4,"(34.383330, -100.400000)"
"187","Thoreau","a0044597",2044597," 44597 Thoreau (1999 PW)","44597","","N","N",15.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 15",2457400.5,57400,20160113,"J2000",0.117831207357391,2.25376134845294,1.98819792766931,5.04366077721176,208.496812115356,7.27296580371492,41.2421810503051,2.51932476923658,0.291301139886898,2457258.92080444,20150824.4208044,1235.834504938,3.38353047210952,0.980947,381.75514399,2.44699,3.611,6.6204e-08,1.4452e-08,1.5296e-07,6.8394e-06,6.1727e-05,6.6916e-05,2.4341e-05,1.6155e-08,2.8018e-09,8.3359e-05,1.1887e-05,"MBA","Otto Matic",6268,"1998-02-23","2015-04-23",744,NA,NA,"0",0.51582,NA,NA,NA,NA,NA,23974,"Valid","Iron, IAB complex","500","Found",1954,35.28333,-108.26667,"(35.283330, -108.266670)"
"188","Thule","a0000279",2000279,"   279 Thule","279","","N","N",8.57,NA,NA,NA,NA,NA,NA,"126.59","",0.0412,23.896,NA,0.746,0.232,NA,"X","D",NA,3.7,"JPL 31",2457400.5,57400,20160113,"J2000",0.021137469745425,4.34104851709056,4.24928973539713,2.32116495192827,73.0326226618811,45.3378342950387,37.9826500677861,4.43280729878398,0.108971295585107,2457051.94353048,20150129.4435305,3303.62228022552,9.0448248603026,3.26587,1270.9786279,0.58534,3.024,3.6724e-08,4.1127e-08,1.7653e-07,3.6627e-06,0.00011612,0.00015773,0.00010535,4.1997e-08,1.5486e-09,0.00096993,4.6948e-05,"OMB","Otto Matic",45752,"1890-12-12","2016-03-18",1965,NA,NA,"0",0.54745,NA,NA,NA,NA,NA,23977,"Valid","Iron, IIIAB","48600","Found",1955,76.53333,-67.55,"(76.533330, -67.550000)"
