"","name","id.x","spkid","full_name","pdes","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT","id.y","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation"
"1","Aarhus","a0002676",2002676,"  2676 Aarhus (1933 QV)","2676","","N","N",12.9,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 21",2457400.5,57400,20160113,"J2000",0.127818317651385,2.40318438286187,2.09601339803839,4.55687090225341,289.669514595426,45.7263286123867,32.9617263053964,2.71035536768536,0.26455954458222,2457275.90904503,20150910.409045,1360.75226682331,3.725536664814,1.08688,422.9810896,2.614,3.509,6.4822e-08,1.1356e-08,1.5864e-07,5.6086e-06,7.3195e-05,7.5735e-05,1.8516e-05,1.2808e-08,1.8753e-09,7.0034e-05,9.6454e-06,"MBA","Otto Matic",30096,"1933-08-28","2016-01-21",1362,NA,NA,"0",0.4868,NA,NA,NA,NA,NA,2,"Valid","H6","720","Fell",1951,56.18333,10.23333,"(56.183330, 10.233330)"
"2","Abbott","a0017023",2017023," 17023 Abbott (1999 EG)","17023","","N","N",14.9,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.122603997150061,2.41658834272059,2.12030495243681,1.85495545594846,287.619303811713,186.714736062704,230.836800755934,2.71287173300438,0.262361472452229,2457892.81008668,20170519.3100867,1372.15268932274,3.75674932052769,1.13667,442.3578639,2.37816,3.505,5.0506e-08,1.4416e-08,1.1954e-07,5.3683e-06,0.00017776,0.00017975,2.7601e-05,1.6183e-08,2.3476e-09,0.0001076,1.2278e-05,"MBA","Otto Matic",8088,"1993-09-14","2015-11-06",941,NA,NA,"0",0.58753,NA,NA,NA,NA,NA,5,"Valid","H3-6","21100","Found",1951,36.3,-104.28333,"(36.300000, -104.283330)"
"3","Acapulco","a0006349",2006349,"  6349 Acapulco (1995 CN1)","6349","","N","N",12.3,NA,NA,NA,NA,NA,NA,"19.24","",0.0757,4.3755,NA,NA,NA,NA,"","",NA,1.2,"JPL 18",2457400.5,57400,20160113,"J2000",0.13958748207776,2.66554977682051,2.2934723951212,10.7920837635726,328.123898699864,236.73229306258,247.529764241428,3.03762715851982,0.226476882572244,2457897.10801792,20170523.6080179,1589.56621051671,4.35199510066176,1.31142,510.3653214,2.01865,3.344,5.3526e-08,2.0435e-08,1.4859e-07,6.2473e-06,2.4774e-05,3.5352e-05,3.1612e-05,2.3288e-08,2.6044e-09,0.00014328,1.828e-05,"MBA","Otto Matic",25195,"1947-03-12","2016-03-04",1384,NA,NA,"0",0.50437,NA,NA,NA,NA,NA,10,"Valid","Acapulcoite","1914","Fell",1976,16.88333,-99.9,"(16.883330, -99.900000)"
"4","Achilles","a0000588",2000588,"   588 Achilles (1906 TG)","588","","N","N",8.67,NA,NA,NA,NA,NA,NA,"135.47","",0.0328,7.306,NA,0.755,0.216,NA,"","DU",NA,4.1,"JPL 59",2457400.5,57400,20160113,"J2000",0.147042468101748,5.20591832480084,4.44042724558601,10.3151818192398,316.562988124046,133.579463062825,138.597022350481,5.97140940401567,0.0829770610508998,2455730.19473014,20110617.6947301,4338.54845472496,11.8782983017795,3.46702,1349.2601734,0.566543,2.946,4.9726e-08,7.1219e-08,2.709e-07,6.1647e-06,3.2019e-05,3.8248e-05,2.0987e-05,8.1691e-08,1.7027e-09,0.00024937,8.9029e-05,"TJN","Otto Matic",40152,"1906-02-22","2016-01-28",1201,NA,NA,"0",0.57434,NA,NA,NA,NA,NA,369,"Valid","H5","16000","Found",1924,39.77667,-100.81333,"(39.776670, -100.813330)"
"5","Adelaide","a0000525",2000525,"   525 Adelaide (1908 EKa)","525","","N","N",12.53,NA,NA,NA,NA,NA,NA,"","",NA,19.967,NA,0.95,0.56,NA,"","SU",NA,NA,"JPL 22",2457400.5,57400,20160113,"J2000",0.102256994602996,2.24534684862369,2.01574442804212,5.99494777774039,203.41085137221,264.210882655796,253.097258701827,2.47494926920525,0.292940161761684,2457765.43030063,20170111.9303006,1228.9199194642,3.36459936882739,1.04268,405.7797756,2.64048,3.617,3.5653e-08,6.9381e-09,7.9266e-08,4.4956e-06,3.9099e-05,4.5137e-05,2.3806e-05,7.6475e-09,1.3578e-09,8.1832e-05,5.696e-06,"MBA","Otto Matic",39129,"1908-10-22","2015-12-09",1741,NA,NA,"0",0.49538,NA,NA,NA,NA,NA,377,"Valid","C2-ung","2031","Found",1972,NA,NA,""
"6","Alamosa","a0002927",2002927,"  2927 Alamosa (1981 TM)","2927","","N","N",12,NA,NA,NA,NA,NA,NA,"","",NA,4.3832,NA,NA,NA,NA,"","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.168845401043796,2.53221422933331,2.10466150225272,17.0210470053739,150.489825405706,189.530330768696,228.961282857332,2.95976695641389,0.244598284374824,2457936.23031993,20170701.7303199,1471.80100187593,4.02957153148784,1.09472,426.0321824,2.42483,3.37,5.128e-08,1.521e-08,1.3193e-07,5.2954e-06,1.7318e-05,2.3167e-05,1.832e-05,1.7778e-08,2.2038e-09,7.6755e-05,1.3261e-05,"MBA","Otto Matic",29099,"1936-07-16","2016-03-17",1428,NA,NA,"0",0.45103,NA,NA,NA,NA,NA,450,"Valid","L6","1800","Found",1937,37.46667,-105.86667,"(37.466670, -105.866670)"
"7","Aleppo","a0013128",2013128," 13128 Aleppo (1994 PS28)","13128","","N","N",14.7,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 15",2457400.5,57400,20160113,"J2000",0.174149588881022,2.3821228622504,1.96727714512541,6.02609860012338,134.819875395225,89.7680904916174,22.6314657642897,2.79696857937539,0.268075940329866,2457316.07815395,20151020.5781539,1342.90305783138,3.67666819392575,0.968883,377.06019711,2.20253,3.51,6.6022e-08,1.8259e-08,1.6583e-07,6.8311e-06,4.9562e-05,5.434e-05,2.6036e-05,2.1439e-08,3.0823e-09,9.6703e-05,1.544e-05,"MBA","Otto Matic",12169,"1982-02-20","2015-06-16",907,NA,NA,"0",0.57331,NA,NA,NA,NA,NA,462,"Valid","L6","3200","Fell",1873,36.23333,37.13333,"(36.233330, 37.133330)"
"8","Allen","a0019727",2019727," 19727 Allen (1999 XS2)","19727","","N","N",13.1,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.187660724041922,2.43384021352688,1.97710399685408,13.3587343956243,253.180300155656,324.870730227163,268.490924988561,2.89057643019969,0.259576863266881,2457753.03170818,20161230.5317082,1386.87244875854,3.79704982548539,0.981341,381.90847697,2.15723,3.445,6.3716e-08,1.8085e-08,1.5846e-07,7.2709e-06,2.5168e-05,3.0267e-05,1.8783e-05,2.1479e-08,2.8932e-09,7.3533e-05,1.5458e-05,"MBA","Otto Matic",11012,"1986-01-10","2016-03-05",1040,NA,NA,"0",0.45365,NA,NA,NA,NA,NA,2277,"Valid","H4","1407","Found",1923,33.1,-96.7,"(33.100000, -96.700000)"
"9","Amber","a0002933",2002933,"  2933 Amber (1983 HN)","2933","","N","N",11.8,NA,NA,NA,NA,NA,NA,"20.62","",0.0869,13.482,NA,NA,NA,NA,"","",NA,1.1,"JPL 20",2457400.5,57400,20160113,"J2000",0.0470722336779222,2.60953219101055,2.48669568192524,7.21739400782445,121.50081875843,220.574941938232,149.30824042564,2.73236870009586,0.233808387068501,2456761.90767961,20140414.4076796,1539.72235347797,4.21553005743454,1.47946,575.7614482,2.46473,3.398,5.2988e-08,1.442e-08,1.3283e-07,4.671e-06,3.5325e-05,5.8154e-05,4.7656e-05,1.5098e-08,1.9379e-09,0.00020205,1.2762e-05,"MBA","Otto Matic",27806,"1940-02-02","2016-03-20",1766,NA,NA,"0",0.45669,NA,NA,NA,NA,NA,2291,"Valid","L6","4532","Found",1934,35.16667,-97.88333,"(35.166670, -97.883330)"
"10","Angelica","a0000965",2000965,"   965 Angelica (1921 KT)","965","","N","N",10.1,NA,NA,NA,NA,NA,NA,"53.63","",0.0739,17.772,NA,NA,NA,NA,"Xc","",NA,1.3,"JPL 17",2457400.5,57400,20160113,"J2000",0.283037854920603,3.15348127394999,2.26092669863889,21.4582762163648,41.4693358397156,46.8216254653754,241.178441177288,4.04603584926108,0.176002440251164,2458075.61313282,20171118.1131328,2045.42618549074,5.60007169196642,1.324,515.26108,1.61919,3.04,4.5369e-08,2.2335e-08,1.455e-07,7.0775e-06,1.3956e-05,1.8785e-05,1.2608e-05,2.8656e-08,1.8698e-09,7.5719e-05,2.173e-05,"MBA","Otto Matic",32052,"1927-12-18","2015-09-19",1158,NA,NA,"0",0.47457,NA,NA,NA,NA,NA,2300,"Valid","Iron, IIIAB","14800","Found",1916,44.25,-88.25,"(44.250000, -88.250000)"
"11","Aomori","a0019701",2019701," 19701 Aomori (1999 SH19)","19701","","N","N",14.1,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 11",2457400.5,57400,20160113,"J2000",0.0447974024166231,2.64456578879781,2.5260961109398,20.97724870997,247.966757454709,148.598029150294,250.04751764208,2.76303546665582,0.229177781360506,2457880.26938124,20170506.7693812,1570.83290475574,4.30070610473852,1.54784,602.3728928,2.49854,3.298,7.9686e-08,2.9383e-08,2.1062e-07,8.8758e-06,2.1025e-05,9.652e-05,9.8871e-05,3.0699e-08,3.8195e-09,0.00043441,2.618e-05,"MBA","Otto Matic",8650,"1991-12-07","2015-08-13",473,NA,NA,"0",0.53749,NA,NA,NA,NA,NA,2313,"Valid","L6","320","Fell",1984,40.81056,140.78556,"(40.810560, 140.785560)"
"12","Arabella","a0000841",2000841,"   841 Arabella (1916 AL)","841","","N","N",12.92,NA,NA,NA,NA,NA,NA,"","",NA,3.39,NA,NA,NA,NA,"","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.0694808942241533,2.25528522909245,2.09858599464459,3.79092403239093,354.732982403392,120.421859539305,13.0458615496658,2.41198446354032,0.291005944516431,2457355.66977644,20151129.1697764,1237.08813095972,3.38696271309986,1.11772,434.9830924,2.63484,3.618,3.4851e-08,6.189e-09,7.756e-08,4.6723e-06,5.7041e-05,6.6979e-05,3.3613e-05,6.619e-09,1.1979e-09,0.0001155,5.0923e-06,"MBA","Otto Matic",31133,"1930-12-24","2016-03-20",1783,NA,NA,"0",0.47748,NA,NA,NA,NA,NA,2321,"Valid","Iron","1000","Found",1955,NA,NA,""
"13","Arcadia","a0001020",2001020,"  1020 Arcadia (1924 QV)","1020","","N","N",12.1,NA,NA,NA,NA,NA,NA,"","",NA,17.02,NA,NA,NA,NA,"S","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.0439895041000962,2.78899571902442,2.66630918040725,4.06089427220456,180.726941979855,39.1493614333871,207.540447924372,2.9116822576416,0.211608107157807,2458120.98067592,20180102.4806759,1701.2580700962,4.65779074632772,1.65926,645.7342142,2.05257,3.325,3.8475e-08,1.2646e-08,1.0596e-07,4.4451e-06,5.3969e-05,7.2509e-05,5.017e-05,1.3203e-08,1.4393e-09,0.00023797,1.1571e-05,"MBA","Otto Matic",33615,"1924-03-08","2016-03-20",1910,NA,NA,"0",0.52572,NA,NA,NA,NA,NA,2326,"Valid","LL6","19400","Found",1937,41.41667,-99.1,"(41.416670, -99.100000)"
"14","Arlington","a0035978",2035978," 35978 Arlington (1999 NC)","35978","","N","N",14.9,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 14",2457400.5,57400,20160113,"J2000",0.132360564364123,2.30255627210855,1.99778862445211,6.03201431237422,136.710983601074,116.157840125134,293.098006724885,2.60732391976499,0.282090652138514,2457637.66487153,20160906.1648715,1276.18550019598,3.49400547623814,0.990703,385.55188651,2.43987,3.571,4.5001e-08,1.2292e-08,1.0588e-07,5.7456e-06,4.1387e-05,4.6947e-05,2.2338e-05,1.3919e-08,2.2589e-09,7.988e-05,1.0219e-05,"MBA","Otto Matic",9194,"1991-01-15","2016-03-18",1024,NA,NA,"0",0.54417,NA,NA,NA,NA,NA,2333,"Valid","Iron, IIE-an","8940","Found",1894,44.6,-94.1,"(44.600000, -94.100000)"
"15","Ashmore","a0028836",2028836," 28836 Ashmore (2000 JH38)","28836","","N","N",15.3,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.158739362327428,2.33310919774048,1.96275293145089,2.72125410289939,252.317895341792,104.509661096666,33.6763028400106,2.70346546403006,0.276567710955714,2457278.73487158,20150913.2348716,1301.67038934507,3.56377930005496,0.958786,373.13074762,2.73476,3.551,7.8717e-08,1.1645e-08,1.8857e-07,5.2914e-06,0.00013344,0.00013449,1.5333e-05,1.3494e-08,2.0707e-09,5.562e-05,9.7457e-06,"MBA","Otto Matic",9289,"1990-08-29","2016-02-03",807,NA,NA,"0",0.52008,NA,NA,NA,NA,NA,2349,"Valid","H5","55400","Found",1969,32.9,-102.28333,"(32.900000, -102.283330)"
"16","Assisi","a0015342",2015342," 15342 Assisi (1994 GD10)","15342","","N","N",14.1,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 14",2457400.5,57400,20160113,"J2000",0.128658259301525,3.09248553115844,2.69461172580445,1.85267035359184,65.2761459495086,86.5648116512884,24.3695711538255,3.49035933651244,0.181235203313776,2457266.03621643,20150831.5362164,1986.36905754301,5.43838208772897,1.70623,664.0135291,1.50997,3.211,5.8155e-08,2.9648e-08,1.819e-07,5.947e-06,0.00020392,0.00020524,2.4412e-05,3.3463e-08,2.6063e-09,0.00013421,2.8566e-05,"MBA","Otto Matic",10256,"1988-02-16","2016-03-16",850,NA,NA,"0",0.52685,NA,NA,NA,NA,NA,2353,"Valid","H5","2000","Fell",1886,43.03333,12.55,"(43.033330, 12.550000)"
"17","Attica","a0001138",2001138,"  1138 Attica (1929 WF)","1138","","N","N",11.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.074315160174283,3.14599668597871,2.91220143835244,13.9693599551103,283.51058067,107.114042706143,178.946186774461,3.37979193360498,0.176630900353033,2456387.39195143,20130404.8919514,2038.14847391066,5.58014640358838,1.95679,761.5239643,1.99838,3.159,5.4536e-08,2.2129e-08,1.6975e-07,5.7029e-06,2.6084e-05,4.9287e-05,4.1248e-05,2.3773e-08,1.8636e-09,0.00023134,2.1504e-05,"MBA","Otto Matic",31528,"1929-11-22","2016-03-18",1047,NA,NA,"0",0.55359,NA,NA,NA,NA,NA,4890,"Valid","H4","5622","Found",1996,37.25,-98.13333,"(37.250000, -98.133330)"
"18","Aurora","a0000094",2000094,"    94 Aurora","94","","N","N",7.57,NA,NA,NA,NA,NA,NA,"204.89","",0.0395,7.22,NA,0.663,0.301,NA,"C","CP",NA,3.6,"JPL 80",2457400.5,57400,20160113,"J2000",0.0912967827426492,3.16285079722399,2.87409269514242,7.97258497887751,2.59976986811965,61.1796400346043,97.3653712329191,3.45160889930556,0.175220944134393,2456844.82800705,20140706.3280071,2054.54891125278,5.62504835387482,1.89649,738.0570133,1.87239,3.183,2.4806e-08,1.2219e-08,8.166e-08,3.2568e-06,2.3263e-05,2.9577e-05,1.7993e-05,1.3334e-08,1.0154e-09,0.00010214,1.1906e-05,"MBA","Otto Matic",52466,"1872-07-26","2016-03-19",1944,NA,NA,"0",0.54039,NA,NA,NA,NA,NA,4901,"Valid","H4","1000","Found",1938,36.33333,-105.05,"(36.333330, -105.050000)"
"19","Bali","a0000770",2000770,"   770 Bali (1913 TE)","770","","N","N",10.9,NA,NA,NA,NA,NA,NA,"16.00","",0.2483,5.819,NA,0.9,0.557,NA,"","S",NA,1.1,"JPL 25",2457400.5,57400,20160113,"J2000",0.150516877527023,2.22112727571329,1.88681013358282,4.38473003880742,44.6999248946835,17.9169352388495,300.579221774496,2.55544441784376,0.297744608352244,2457600.0696196,20160730.5696196,1209.08990423802,3.31030774603153,0.899295,349.97863515,2.75281,3.631,3.2716e-08,6.2248e-09,7.3017e-08,4.1081e-06,5.3956e-05,5.6356e-05,1.5105e-05,7.1618e-09,1.2517e-09,5.0975e-05,5.0828e-06,"MBA","Otto Matic",40395,"1905-05-10","2015-12-14",1736,NA,NA,"0",0.5403,NA,NA,NA,NA,NA,4928,"Valid","CV3","1000","Fell",1907,5.38333,16.38333,"(5.383330, 16.383330)"
"20","Benton","a0028601",2028601," 28601 Benton (2000 EK147)","28601","","N","N",15.3,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.142836569697937,2.22630337281419,1.90830583593446,2.71380323061972,215.841797913418,67.5591100999284,194.768355590953,2.54430090969391,0.296706839495654,2457957.38518906,20170722.8851891,1213.31884567249,3.32188595666664,0.892273,347.24588341,2.57525,3.631,4.8919e-08,1.0882e-08,1.0796e-07,5.5489e-06,0.00012155,0.00012382,2.6663e-05,1.2436e-08,2.1754e-09,9.05e-05,8.8958e-06,"MBA","Otto Matic",13616,"1978-11-29","2016-03-10",909,NA,NA,"0",0.55114,NA,NA,NA,NA,NA,5026,"Valid","LL6","2840","Fell",1949,45.95,-67.55,"(45.950000, -67.550000)"
"21","Billings","a0073703",2073703," 73703 Billings (1991 TL15)","73703","","N","N",14.2,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 13",2457400.5,57400,20160113,"J2000",0.0450761256308426,3.08013320642453,2.94129273505201,10.6661442827127,52.8618473240007,94.5654806610036,71.7951611819875,3.21897367779705,0.182326512790942,2457006.72753058,20141215.2275306,1974.47970944731,5.40583082668669,1.97682,769.3190394,1.82213,3.2,7.532e-08,3.7525e-08,2.355e-07,7.2642e-06,4.2261e-05,0.00011196,9.7459e-05,3.9216e-08,3.3319e-09,0.0005371,3.6082e-05,"MBA","Otto Matic",8597,"1991-10-06","2015-04-20",641,NA,NA,"0",0.54136,NA,NA,NA,NA,NA,5047,"Valid","Iron, IIIAB","24500","Found",1903,37.06667,-93.55,"(37.066670, -93.550000)"
"22","Borodino","a0003544",2003544,"  3544 Borodino (1977 RD4)","3544","","N","N",12.4,NA,NA,NA,NA,NA,NA,"","",NA,5.442,NA,NA,NA,NA,"","",NA,NA,"JPL 21",2457400.5,57400,20160113,"J2000",0.221314234402096,2.40024159900852,1.86903396714388,8.90636074068541,147.63881361426,148.927914916335,131.956945360842,2.93144923087315,0.26504623317498,2456902.63612252,20140902.1361225,1358.25359858003,3.71869568399736,0.857957,333.89112569,2.31413,3.477,5.7969e-08,1.1246e-08,1.3947e-07,5.9639e-06,3.5748e-05,3.7462e-05,1.3516e-05,1.3735e-08,1.8628e-09,4.9563e-05,9.5462e-06,"MBA","Otto Matic",26639,"1943-04-06","2016-03-12",1385,NA,NA,"0",0.48494,NA,NA,NA,NA,NA,5114,"Valid","H5","500","Fell",1812,55.46667,35.86667,"(55.466670, 35.866670)"
"23","Brady","a0007691",2007691,"  7691 Brady (3186 T-3)","7691","","N","N",14.2,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 15",2457400.5,57400,20160113,"J2000",0.194246145369398,2.37075809104607,1.91024747025706,3.28580002032655,54.8065455593981,2.63657753207899,145.65831661202,2.83126871183508,0.270005873626141,2456861.03648887,20140722.5364889,1333.30432840312,3.65038830500513,0.921286,358.53687262,2.52,3.517,4.3027e-08,1.1061e-08,9.9139e-08,4.5301e-06,8.5481e-05,8.657e-05,1.36e-05,1.321e-08,1.8897e-09,4.9324e-05,9.3314e-06,"MBA","Otto Matic",21503,"1957-04-28","2016-03-12",1324,NA,NA,"0",0.44813,NA,NA,NA,NA,NA,5129,"Valid","L6","927","Found",1937,31.05,-99.46667,"(31.050000, -99.466670)"
"24","Brainard","a0099928",2099928," 99928 Brainard (2000 EQ147)","99928","","N","N",14.1,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 13",2457400.5,57400,20160113,"J2000",0.142527560790168,3.10906169883812,2.66593471855659,3.99491143711171,217.753514370466,63.09313744143,252.601612549633,3.55218867911965,0.179787735753417,2457997.86214487,20170901.3621449,2002.36127615372,5.4821663960403,1.65102,642.5274534,1.58244,3.2,5.5531e-08,4.0085e-08,1.8303e-07,6.8293e-06,8.5355e-05,9.0063e-05,3.3713e-05,4.5799e-08,3.477e-09,0.00019562,3.8725e-05,"MBA","Otto Matic",5857,"2000-03-04","2016-03-17",790,NA,NA,"0",0.56115,NA,NA,NA,NA,NA,5131,"Valid","Iron, IIIAB","138300","Found",1978,41.15333,-96.955,"(41.153330, -96.955000)"
"25","Brewster","a0010315",2010315," 10315 Brewster (1990 SC4)","10315","","N","N",13.8,NA,NA,NA,NA,NA,NA,"","",NA,5.1904,NA,NA,NA,NA,"","",NA,NA,"JPL 14",2457400.5,57400,20160113,"J2000",0.280850967826568,2.382646470419,1.71347790321327,22.0055150312668,190.179429860399,246.019420880215,269.047855546878,3.05181503762474,0.26798757700662,2457739.88940554,20161217.3894055,1343.3458521516,3.6778804987039,0.825898,321.41472466,2.62026,3.388,5.3206e-08,1.6097e-08,1.2428e-07,9.9777e-06,1.4796e-05,2.1998e-05,1.9023e-05,2.0618e-08,2.7157e-09,7.3186e-05,1.3613e-05,"MBA","Otto Matic",9071,"1990-09-18","2015-07-20",685,NA,NA,"0",0.5422,NA,NA,NA,NA,NA,5137,"Valid","L6","17000","Found",1940,39.25,-101.33333,"(39.250000, -101.333330)"
"26","Burdett","a0003583",2003583,"  3583 Burdett (1929 TQ)","3583","","N","N",13.1,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.175551147930114,2.43326932140018,2.00610609880525,2.79794108230867,33.2445476410228,31.0408107883554,227.399594436976,2.86043254399512,0.259668221266972,2457911.15319012,20170606.6531901,1386.38451114075,3.79571392509447,1.01912,396.6109304,2.45918,3.483,5.0486e-08,1.1333e-08,1.199e-07,5.459e-06,9.5294e-05,9.6359e-05,1.5278e-05,1.3323e-08,1.8142e-09,6.0393e-05,9.6859e-06,"MBA","Otto Matic",31365,"1929-09-29","2015-08-14",1277,NA,NA,"0",0.53003,NA,NA,NA,NA,NA,5167,"Valid","H5","8600","Found",1940,38.23333,-99.53333,"(38.233330, -99.533330)"
"27","Burns","a0002708",2002708,"  2708 Burns (1981 WT)","2708","","N","N",12.1,NA,NA,NA,NA,NA,NA,"","",NA,5.315,NA,NA,NA,NA,"B","",NA,NA,"JPL 16",2457400.5,57400,20160113,"J2000",0.176372663457094,3.08463119152914,2.54058657249632,2.78233095958565,111.685761606331,331.627358807644,81.519551127634,3.62867581056197,0.181927857563518,2456952.41276246,20141021.9127625,1978.80635116208,5.41767652611111,1.55652,605.7508884,1.61683,3.201,5.1749e-08,2.402e-08,1.6094e-07,5.7419e-06,0.00013375,0.00013507,1.9037e-05,2.8257e-08,2.125e-09,0.00010419,2.3114e-05,"MBA","Otto Matic",24142,"1950-02-11","2016-03-18",1443,NA,NA,"0",0.49406,NA,NA,NA,NA,NA,57342,"Valid","Iron, IIIAB","18400","Found",2003,39.86667,-106.88333,"(39.866670, -106.883330)"
"28","Butler","a0013543",2013543," 13543 Butler (1992 AO2)","13543","","N","N",13.7,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 14",2457400.5,57400,20160113,"J2000",0.143575083949896,2.43761700978107,2.08763594296405,8.56299960574056,118.056276285921,71.6174363903804,50.3599935230508,2.78759807659808,0.258973822008747,2457206.04021587,20150702.5402159,1390.10189218214,3.8058915597047,1.10754,431.0213418,2.21408,3.474,7.4243e-08,1.4796e-08,1.867e-07,7.5387e-06,3.91e-05,4.7454e-05,2.4566e-05,1.692e-08,2.3579e-09,9.4861e-05,1.2656e-05,"MBA","Otto Matic",8560,"1992-01-02","2015-06-10",1078,NA,NA,"0",0.51168,NA,NA,NA,NA,NA,5182,"Valid","Iron, ungrouped","41000","Found",1874,38.3,-94.36667,"(38.300000, -94.366670)"
"29","California","a0000341",2000341,"   341 California (1892 J)","341","","N","N",10.55,NA,NA,NA,NA,NA,NA,"14.67","",0.495,317,NA,0.92,NA,NA,"","S",NA,0.9,"JPL 60",2457400.5,57400,20160113,"J2000",0.194301041422487,2.19916125970898,1.77186193669154,5.66899970347264,29.0485302421604,293.888864194716,315.18137532996,2.62646058272643,0.302216700162079,2457548.79962952,20160609.2996295,1191.19823559364,3.26132302695042,0.767315,298.61597855,2.69881,3.635,3.3182e-08,7.2854e-09,7.3703e-08,4.5945e-06,3.5987e-05,3.7696e-05,1.3722e-05,8.7009e-09,1.5018e-09,4.5829e-05,5.9193e-06,"MBA","Otto Matic",41417,"1902-10-26","2016-03-18",1735,NA,NA,"0",0.50548,NA,NA,NA,NA,NA,5199,"Valid","Iron, IAB-sLL","","Found",NA,NA,NA,""
"30","Carver","a0007042",2007042,"  7042 Carver (1933 FE1)","7042","","N","N",14.1,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 15",2457400.5,57400,20160113,"J2000",0.220339706774363,2.28885462556136,1.78452906851603,2.20894071291655,261.807451334469,311.938350952738,304.149286693333,2.7931801826067,0.284627435150703,2457596.72392788,20160727.2239279,1264.81131310968,3.46286464917092,0.778615,303.01359955,2.18096,3.566,4.9304e-08,8.0379e-09,1.1542e-07,4.8237e-06,0.00012612,0.00012678,1.3815e-05,9.809e-09,1.4993e-09,4.9026e-05,6.6626e-06,"MBA","Otto Matic",30309,"1933-03-24","2016-03-17",1523,NA,NA,"0",0.52021,NA,NA,NA,NA,NA,5284,"Valid","Iron, IIAB","94000","Found",1935,32,-86,"(32.000000, -86.000000)"
"31","Castalia","a0004769",2004769,"  4769 Castalia (1989 PB)","4769","","Y","Y",16.9,NA,NA,NA,NA,NA,NA,"1.4","",NA,4.095,NA,NA,NA,NA,"","",NA,NA,"JPL 75",2457400.5,57400,20160113,"J2000",0.483128420133119,1.06326583316281,0.549571891005339,8.88625797229949,325.591919019313,121.353345492248,327.225580418717,1.57695977532029,0.898961900671093,2457436.95807409,20160218.4580741,400.461910267001,1.09640495624093,0.0199597,7.767716449,3.67272,5.676,3.676e-08,2.7109e-10,3.9016e-08,7.1615e-06,1.2028e-05,1.2265e-05,3.3287e-06,4.0206e-10,3.438e-10,3.7031e-06,1.5315e-07,"APO","Otto Matic",9761,"1989-08-01","2016-04-22",274,8,7,"0",0.61489,NA,NA,NA,NA,NA,5291,"Valid","H5","7300","Fell",1874,36.08333,-78.06667,"(36.083330, -78.066670)"
